pid,gl2_absence_blocks,gl2_absence_blocks_car,gl2_absence_max_len,gl2_ast40,gl2_avail,gl2_avail_car,gl2_away_minus_home_gmsc40,gl2_best_seed_car,gl2_blk40,gl2_blow_d_mpg,gl2_blow_mpg,gl2_box_completeness,gl2_champion,gl2_champion_car,gl2_close_d_gmsc40,gl2_close_d_mpg,gl2_close_d_ts,gl2_close_gmsc40,gl2_close_minus_blow_gmsc40,gl2_close_minus_blow_mpg,gl2_close_mpg,gl2_d100_ast40,gl2_d100_blk40,gl2_d100_efg,gl2_d100_fg,gl2_d100_fg3,gl2_d100_ft,gl2_d100_ftr,gl2_d100_gmsc40,gl2_d100_mpg,gl2_d100_pts40,gl2_d100_reb40,gl2_d100_stl40,gl2_d100_tov40,gl2_d100_ts,gl2_d50_ast40,gl2_d50_blk40,gl2_d50_efg,gl2_d50_fg,gl2_d50_fg3,gl2_d50_ft,gl2_d50_ftr,gl2_d50_gmsc40,gl2_d50_mpg,gl2_d50_pts40,gl2_d50_reb40,gl2_d50_stl40,gl2_d50_tov40,gl2_d50_ts,gl2_dnp_rows,gl2_efg,gl2_exp_wins,gl2_fg,gl2_fg3,gl2_final4,gl2_final4_car,gl2_final_is_predraft_season,gl2_final_season_end,gl2_ft,gl2_ftr,gl2_g_all,gl2_g_t100,gl2_g_t50,gl2_gmsc40,gl2_gmsc_cv,gl2_gmsc_mean,gl2_gmsc_pg,gl2_gmsc_sd,gl2_gmsc_skew,gl2_gp,gl2_gp_car,gl2_last10_d_gmsc40,gl2_last10_d_mpg,gl2_last10_d_pts40,gl2_late_d_ast40,gl2_late_d_gmsc40,gl2_late_d_mpg,gl2_late_d_pts40,gl2_late_d_reb40,gl2_late_d_ts,gl2_min_share,gl2_missed,gl2_mpg,gl2_n_blowout,gl2_n_close,gl2_n_neutral,gl2_n_seasons,gl2_ncaa_d_ast40,gl2_ncaa_d_gmsc40,gl2_ncaa_d_mpg,gl2_ncaa_d_pts40,gl2_ncaa_d_reb40,gl2_ncaa_d_stl40,gl2_ncaa_d_tov40,gl2_ncaa_d_ts,gl2_ncaa_g,gl2_ncaa_g_car,gl2_ncaa_w_car,gl2_neutral_d_gmsc40,gl2_pase,gl2_pase_neg,gl2_pase_pos,gl2_ppg,gl2_pts40,gl2_reb40,gl2_season_gaps,gl2_seasons_no_archive,gl2_seed,gl2_share_gmsc_above_1sd,gl2_share_gmsc_below_1sd,gl2_start_share,gl2_stl40,gl2_t100_apg,gl2_t100_bpg,gl2_t100_efg,gl2_t100_fg,gl2_t100_fg3,gl2_t100_ft,gl2_t100_ftr,gl2_t100_gmsc,gl2_t100_mpg,gl2_t100_ppg,gl2_t100_rpg,gl2_t100_spg,gl2_t100_topg,gl2_t100_ts,gl2_t50_apg,gl2_t50_bpg,gl2_t50_efg,gl2_t50_fg,gl2_t50_fg3,gl2_t50_ft,gl2_t50_ftr,gl2_t50_gmsc,gl2_t50_mpg,gl2_t50_ppg,gl2_t50_rpg,gl2_t50_spg,gl2_t50_topg,gl2_t50_ts,gl2_team_g,gl2_team_g_car,gl2_team_g_sched,gl2_team_ncaa_w,gl2_tier_src_torvik,gl2_tov40,gl2_ts
P19a9559b15,0,0,0,5.7476,0.9412,0.9615,-5.4283,,0.1165,-7.045,25.143,1.0,0,0,4.4138,4.562,0.1043,18.2585,8.2812,11.607,36.75,0.0037,-0.0647,-0.00494,-0.01018,0.01331,0.00645,0.02011,-0.0364,1.378,0.6609,0.0552,-0.0379,0.3135,-0.00036,1.1181,-0.1165,-0.02225,-0.03031,0.0355,-0.00124,0.07011,0.7325,1.312,-0.9247,0.2906,0.4537,0.0408,-0.00951,0,0.48892,,0.42365,0.32515,0,0,0,2024,0.80124,0.39655,32,23,12,13.8447,0.7693,11.1406,11.141,8.57,0.167,32,100,3.5897,2.112,0.4475,-0.2168,3.436,2.923,1.077,0.1223,0.00958,0.1609,2,32.188,7,4,5,3,,,,,,,,,0,0,0,1.7242,,,,16.438,20.4272,5.2816,0,1,,0.1562,0.0938,1.0,1.4369,4.826,0.043,0.48397,0.41346,0.33846,0.80769,0.41667,11.587,33.565,17.696,4.478,1.174,3.652,0.55119,5.75,0.0,0.46667,0.39333,0.36066,0.8,0.46667,12.208,33.5,16.333,4.667,1.583,3.417,0.54204,34,104,34,0,1.0,4.0388,0.55155
P19aaf87bc8,1,1,3,1.8301,0.9189,0.9737,-2.3887,2,0.5976,-1.5,30.0,1.0,0,0,-7.0769,-7.833,-0.203,3.4366,-9.1263,-6.333,23.667,0.1259,0.087,-0.01531,-0.01597,-0.00319,-0.00414,-0.041,-1.604,-0.038,-1.7587,-0.2741,-0.1709,0.0716,-0.01764,0.1452,0.1784,-0.0142,-0.01291,-0.0073,0.01484,-0.06681,-1.8504,0.0,-1.7429,-0.7428,-0.2863,0.0581,-0.01669,0,0.47183,2.2712,0.43099,0.29897,0,1,1,2019,0.64516,0.3493,34,26,18,10.5135,0.8403,8.2794,8.279,6.9569,0.7706,34,111,-0.788,-0.9,-1.2512,0.7968,-1.8136,0.56,-2.5862,-0.6459,-0.02182,0.1575,3,31.5,9,3,8,3,-0.323,1.3055,3.473,1.1507,1.8722,-0.2112,1.05,0.05749,3,10,7,1.3626,-0.2712,-0.2712,0.0,12.206,15.4995,6.3866,1,1,2,0.2059,0.1765,1.0,1.3445,1.538,0.538,0.45652,0.41502,0.29577,0.64103,0.3083,7.008,31.462,10.808,4.808,0.923,1.731,0.489,1.556,0.611,0.45763,0.41808,0.29167,0.66,0.28249,6.822,31.5,10.833,4.444,0.833,1.722,0.48995,37,114,37,2,1.0,2.1289,0.50664
P19ae0a39ff,0,0,0,2.3431,0.9688,0.9692,3.3259,2,0.7113,-1.839,29.0,0.9697,0,0,-2.4977,0.911,-0.08091,11.4856,-9.9857,2.75,31.75,-0.1897,-0.0114,-0.02634,-0.01607,-0.02713,-0.00741,-0.00511,-1.4072,0.12,-1.0113,-0.0661,-0.2195,-0.0164,-0.02462,-0.283,0.0612,0.00043,-0.0084,0.0062,-0.00343,-0.00889,-1.1335,0.228,0.183,-0.7041,-0.3667,0.2234,-0.0015,1,0.55469,0.8028,0.43359,0.36047,0,0,1,2022,0.89474,0.37109,31,24,15,13.9833,0.5934,10.7806,10.781,6.3977,0.0272,31,63,0.0843,-1.239,0.912,0.1907,-0.4229,-2.145,0.9228,0.1828,-0.02562,0.1536,1,30.839,3,12,6,2,,,,,,,,,0,3,2,-2.8914,-0.8028,-0.8028,0.0,11.903,15.4393,7.6569,0,0,6,0.129,0.129,1.0,2.4268,1.667,0.542,0.52835,0.41753,0.33333,0.88732,0.36598,9.733,30.958,11.167,5.875,1.708,1.542,0.59492,1.6,0.6,0.55512,0.4252,0.36667,0.8913,0.3622,9.98,31.067,12.133,5.4,1.6,1.733,0.61804,32,65,33,0,1.0,2.0084,0.61954
P19dba9c1fd,0,0,0,4.7649,0.3235,0.6462,1.1015,,0.2508,-3.667,25.333,0.9444,0,0,,,,,,,,-0.7914,-0.2508,-0.14011,-0.11377,-0.12393,-0.03247,0.0304,-4.7729,1.2,-2.4397,0.3936,-0.6959,-0.7349,-0.11205,,,,,,,,,,,,,,,0,0.4188,0.2647,0.37607,0.27778,0,0,0,2012,0.81818,0.65812,11,5,2,11.21,0.8565,8.1273,8.127,6.961,-0.3949,11,42,,,,,,,,,,0.145,23,29.0,3,1,3,2,,,,,,,,,0,0,0,11.1996,-0.2647,-0.2647,0.0,14.636,20.1881,4.6395,0,0,13,0.1818,0.0909,0.6364,1.7555,3.0,0.0,0.27869,0.2623,0.15385,0.78571,0.68852,4.86,30.2,13.4,3.8,0.8,3.8,0.42149,,,,,,,,,,,,,,,34,65,36,0,1.0,5.768,0.53354
P1a135db58f,1,1,3,7.9295,0.9167,0.9167,-9.8009,6,0.5286,-0.515,27.0,1.0,0,0,-1.7752,-0.293,-0.01525,10.498,-6.0812,0.222,27.222,-0.1549,-0.1343,-0.03572,-0.02652,-0.03886,-0.00762,-0.00568,-2.1266,-0.207,-0.7583,-0.343,-0.2092,0.4029,-0.03354,-0.9881,-0.2683,-0.01732,-0.01972,-0.01231,0.04073,0.03316,-0.7243,-0.398,2.0646,-0.4327,-0.199,0.5859,-0.00632,0,0.48039,0.7952,0.41176,0.27273,0,0,1,2025,0.69512,0.26797,33,26,17,12.2731,0.7099,8.4424,8.442,5.9929,0.5221,33,33,-1.1121,-0.815,-0.1817,-0.6475,-4.3709,-2.213,-0.3772,-0.2637,-0.05914,0.135,3,27.515,11,9,7,1,0.0778,4.3195,0.9,4.2273,1.0475,-0.2893,-1.5993,0.04268,3,3,2,-1.5039,1.2048,0.0,1.2048,10.636,15.4626,5.6388,0,0,6,0.1212,0.2121,1.0,1.674,5.308,0.269,0.44467,0.38525,0.23387,0.6875,0.2623,6.927,27.308,10.038,3.615,1.0,3.192,0.4795,4.706,0.176,0.46307,0.39205,0.26042,0.73585,0.30114,7.829,27.118,11.882,3.529,1.0,3.294,0.50672,36,36,36,2,1.0,4.2731,0.51304
P1a41a85440,0,0,0,2.0938,1.0,1.0,-10.5779,,0.8724,-2.294,28.273,0.9677,0,0,4.9498,2.719,0.10233,17.133,5.8919,5.013,33.286,-0.1535,-0.0515,-0.0513,-0.05256,-0.00496,-0.01729,-0.06779,-3.5862,-0.789,-3.2002,-1.4942,-0.0825,-0.0626,-0.05488,-0.5679,-0.0005,-0.05743,-0.05542,-0.05686,0.00022,-0.06789,-3.1369,-2.336,-3.2791,-1.357,0.1521,-0.2198,-0.05795,0,0.47546,,0.45706,0.23077,0,0,1,2019,0.70248,0.37117,30,18,13,12.1832,0.7119,9.31,9.31,6.628,0.3704,30,30,-1.3846,-1.267,-1.2574,0.9623,-2.9179,-1.756,-2.7804,-1.2635,-0.02316,0.1516,0,30.567,11,7,4,1,,,,,,,,,0,0,0,0.4275,,,,13.167,17.2301,10.0763,0,0,,0.2333,0.1667,0.9667,0.8288,1.444,0.611,0.42416,0.40449,0.22581,0.68519,0.30337,6.4,29.778,10.444,6.389,0.556,2.389,0.4659,1.077,0.615,0.41803,0.40164,0.17391,0.7027,0.30328,6.385,28.231,9.846,6.154,0.692,2.154,0.46283,30,30,31,0,0.9643,3.2715,0.52078
P1a46c41bff,0,0,0,2.0133,0.9444,0.981,-2.6722,8,2.2412,-2.771,28.2,1.0,0,0,-1.0024,2.329,-0.00789,15.2673,-6.0661,5.1,33.3,0.229,-0.2159,-0.00527,-0.00012,-0.1,-0.02756,-0.01212,-1.8466,1.559,-1.2957,-0.9307,0.1317,0.5995,-0.0101,-1.3834,-0.6664,-0.11966,-0.10435,-0.3,-0.04844,0.12387,-7.3563,0.779,-4.1839,-1.1067,1.1791,1.5114,-0.09671,0,0.53827,,0.52296,0.3,0,0,1,2018,0.73026,0.38776,34,17,4,16.2697,0.4423,12.5971,12.597,5.5719,0.2373,34,103,-1.9077,2.729,-2.0867,-0.6039,-3.0493,3.941,-3.8808,-0.6498,-0.00027,0.1537,2,30.971,5,10,7,3,,,,,,,,,0,4,2,-1.8765,,,,15.676,20.2469,9.6106,0,0,,0.1176,0.2059,0.9706,1.0256,1.824,1.647,0.53299,0.52284,0.2,0.7027,0.37563,11.729,32.529,15.412,7.059,0.941,2.588,0.57066,0.5,1.25,0.4186,0.4186,0.0,0.68182,0.51163,7.075,31.75,12.75,6.75,1.75,3.25,0.48405,36,105,36,0,1.0,2.5831,0.58076
P1a8bbe3efe,0,0,0,5.0765,1.0,1.0,-6.1868,14,0.108,,,0.9706,0,0,0.5478,0.667,0.03239,13.8835,,,34.333,-0.4417,0.0431,0.00335,0.00171,0.00274,0.03639,-0.01128,-0.1972,0.855,0.9405,0.2048,-0.2459,0.2143,0.00822,-0.0895,0.2037,0.00599,-0.00182,0.02477,0.01317,-0.0144,-0.5877,1.333,2.0347,-0.8631,0.0216,0.7838,0.00629,0,0.46256,0.1111,0.41063,0.30282,0,0,0,2008,0.60588,0.41063,33,23,11,13.3357,0.7255,11.2242,11.224,8.1437,0.2718,33,33,-2.9921,1.833,-1.6104,-0.4545,0.6441,3.911,2.7527,-0.2407,0.02468,0.1677,0,33.667,2,6,7,1,,,,,,,,,1,1,0,-3.2776,-0.1111,-0.1111,0.0,14.727,17.4977,7.2007,0,1,14,0.1515,0.0909,0.697,2.1602,4.0,0.13,0.46591,0.41234,0.30556,0.64228,0.39935,11.339,34.522,15.913,6.391,1.652,2.826,0.50536,4.364,0.273,0.46855,0.40881,0.32759,0.61905,0.39623,11.155,35.0,17.091,5.545,1.909,3.364,0.50343,33,33,34,0,1.0,3.0603,0.49714
P1a8fd8dc98,0,0,0,5.807,0.9118,0.9435,-2.9901,,0.1082,-2.631,33.143,1.0625,0,0,0.1679,2.976,0.03075,20.0344,-4.3621,5.607,38.75,-3.7381,-0.1082,-0.02914,-0.03497,0.07619,0.0768,-0.1049,-6.1769,2.892,-2.2701,1.9741,-0.7127,1.0923,-0.02789,,,,,,,,,,,,,,,0,0.52914,,0.48951,0.32381,0,0,1,2024,0.8607,0.46853,31,3,2,19.8665,0.4223,17.7677,17.768,7.5042,0.0998,31,117,1.3311,-1.374,2.385,1.2543,2.7331,-1.905,4.1887,-0.0725,-0.00667,0.1833,3,35.774,7,12,4,4,,,,,,,,,0,0,0,-6.6116,,,,20.226,22.615,10.7845,0,0,,0.1935,0.1935,1.0,2.092,2.0,0.0,0.5,0.45455,0.4,0.9375,0.36364,13.233,38.667,19.667,12.333,1.333,4.333,0.57798,,,,,,,,,,,,,,,34,124,32,0,1.0,3.3904,0.60587
P1b1aa3dc82,0,0,0,5.8655,1.0,0.9774,-2.1383,11,0.0858,-4.543,35.4,1.0,0,0,-1.9743,2.557,-0.02572,14.4807,-10.6041,7.1,42.5,-0.3609,-0.0043,0.00195,-0.00099,0.01847,-0.01429,0.00961,0.067,0.932,0.3503,0.081,-0.0228,-0.2302,9e-05,-0.7655,0.0142,0.02521,0.00391,0.07169,-0.03005,-0.03127,1.4651,0.057,2.6688,0.1521,-0.1014,-0.332,0.01083,0,0.48907,0.6136,0.41894,0.36667,0,0,1,2014,0.85283,0.4827,35,24,10,16.4549,0.4351,16.4314,16.431,7.1489,-0.0988,35,130,0.7841,1.057,0.9005,-0.0692,1.5305,1.286,2.5955,0.2893,0.06618,0.1928,0,39.943,5,14,8,4,,,,,,,,,1,1,0,-2.6283,-0.6136,-0.6136,0.0,21.8,21.8312,3.5479,0,0,11,0.0857,0.1714,1.0,1.0014,5.625,0.083,0.49103,0.41795,0.38514,0.83854,0.49231,16.883,40.875,22.667,3.708,1.0,2.25,0.57326,5.1,0.1,0.51429,0.42286,0.43836,0.82278,0.45143,17.92,40.0,24.5,3.7,0.9,2.1,0.584,35,133,35,0,1.0,2.432,0.57317
P1b292d5147,0,0,0,1.5948,0.9722,0.9912,-3.1193,1,1.367,-5.514,29.6,1.0,0,1,-5.1792,2.219,-0.08054,10.4107,-8.8596,7.733,37.333,-0.1371,-0.1665,-0.00677,-0.00399,0.01991,-0.01235,0.01408,-1.1119,2.206,-0.9764,-0.8012,0.1264,-0.0164,-0.00771,0.1283,-0.1977,-0.02766,-0.02103,-0.07658,-0.02805,0.07491,-0.8576,3.121,-1.3759,0.1371,0.0952,-0.1534,-0.02638,0,0.57846,1.4681,0.56649,0.24324,0,1,1,2015,0.59686,0.50798,35,25,17,15.5899,0.4533,13.6857,13.686,6.2032,0.3208,35,112,-1.0207,3.186,-0.7402,0.2765,-1.9764,5.517,-1.6225,-1.6896,-0.01873,0.1743,1,35.114,5,6,7,3,1.1102,-2.5553,4.387,-2.2573,-4.3305,-0.9365,-0.8101,-0.01481,4,13,11,0.6374,1.5319,0.0,1.5319,15.686,17.8682,10.4475,0,0,4,0.2,0.1429,1.0,1.074,1.36,1.12,0.57169,0.5625,0.26316,0.58451,0.52206,13.508,37.32,15.76,9.0,1.12,2.08,0.58897,1.647,1.118,0.5508,0.54545,0.16667,0.56881,0.58289,14.082,38.235,15.765,10.118,1.118,2.0,0.57031,36,113,36,3,1.0,2.2457,0.59669
P1ba89514b1,0,1,0,1.4228,1.0,0.8377,-0.2582,10,0.6098,-4.075,27.667,0.9688,0,0,-2.146,2.95,-0.05637,15.8581,-5.5074,7.026,34.692,-0.4892,0.0366,-0.04525,-0.04607,-0.01429,0.02632,-0.08716,-1.8748,1.023,-0.8517,0.0999,0.0081,-0.057,-0.04416,-0.296,0.0663,-0.07688,-0.07499,-0.11818,-0.01014,-0.06465,-1.3505,0.531,0.8664,-0.0496,0.1604,-0.0507,-0.07419,0,0.56757,0.5556,0.55946,0.3,0,0,1,2012,0.80702,0.46216,31,17,11,18.0041,0.487,14.2871,14.287,6.9578,0.2244,31,129,-1.209,0.958,2.0266,-1.1875,-2.4886,1.386,2.5297,-0.7881,-0.06337,0.1581,0,31.742,9,13,5,5,,,,,,,,,1,1,0,-3.715,-0.5556,-0.5556,0.0,18.0,22.6829,10.5285,0,0,10,0.1613,0.129,1.0,0.8537,0.765,0.529,0.52232,0.51339,0.28571,0.83333,0.375,13.212,32.765,17.882,8.706,0.706,2.118,0.58246,0.909,0.545,0.49068,0.48447,0.18182,0.79688,0.39752,13.436,32.273,19.0,8.455,0.818,2.091,0.55244,31,154,32,0,1.0,2.6423,0.62663
P1bf2734620,0,0,0,4.1914,1.0,1.0,-5.9166,,0.198,-2.75,35.125,1.0,0,0,0.7715,1.325,0.02479,14.5306,-0.3875,4.075,39.2,-0.2373,0.0312,-0.02488,-0.01227,-0.0758,0.03142,0.04294,-0.6531,0.903,0.4191,0.379,-0.2439,0.2617,-0.01362,-0.5273,0.1073,0.00118,0.02373,-0.11426,-0.04047,-0.00122,-0.2171,-0.446,1.6995,1.309,-0.6472,0.4502,-0.00474,0,0.4765,,0.43162,0.30657,0,0,1,2006,0.59603,0.32265,32,18,7,13.7591,0.5359,13.0281,13.028,6.9813,0.2211,32,60,-0.2278,0.525,-0.2939,0.2879,2.1514,0.349,1.5115,1.4782,0.03437,0.1886,0,37.875,8,5,0,2,,,,,,,,,0,0,0,,,,,16.75,17.6898,4.9505,0,2,,0.125,0.1562,0.6562,2.9373,3.833,0.222,0.45161,0.41935,0.23077,0.62745,0.36559,12.706,38.778,17.556,5.167,2.611,2.333,0.48784,3.429,0.286,0.47768,0.45536,0.19231,0.55556,0.32143,12.671,37.429,18.143,5.857,2.143,2.429,0.49671,32,60,32,0,0.0,2.1452,0.50146
P1c43036b93,0,0,0,1.8312,1.0,1.0,-8.0266,11,1.149,-3.694,27.25,1.0,0,0,-0.2739,2.389,0.00417,13.92,-0.924,6.083,33.333,-0.3892,-0.2086,-0.02618,-0.03492,0.01734,-0.03762,-0.09235,-2.5199,0.956,-1.2695,-1.2268,0.1038,0.0143,-0.03449,-0.4799,-0.2481,-0.01242,-0.02079,-0.00769,-0.01474,-0.03934,-2.0407,0.77,-0.5227,-0.804,-0.6607,-0.2644,-0.01561,0,0.50467,0.6735,0.4704,0.41509,0,0,1,2015,0.62585,0.45794,36,20,14,14.1939,0.5369,10.9806,10.981,5.8952,0.8238,36,36,-1.3378,-2.444,-1.8845,-0.7111,-3.731,-3.182,-2.4202,-1.4934,0.00848,0.1537,0,30.944,8,6,9,1,-0.1607,-3.8254,0.788,-4.8221,0.3558,0.0355,-0.8458,-0.10362,3,3,2,-2.566,1.3265,0.0,1.3265,11.556,14.9372,11.8851,0,0,11,0.1111,0.2222,1.0,1.6517,1.15,0.75,0.47849,0.43548,0.43243,0.58824,0.36559,9.31,31.9,10.9,8.5,1.4,1.3,0.50482,1.071,0.714,0.49225,0.44961,0.40741,0.61111,0.4186,9.636,31.714,11.429,8.786,0.786,1.071,0.5237,36,36,36,2,1.0,1.6158,0.53931
P1c44c138bb,0,0,0,1.1321,0.9524,0.8442,0.2119,7,1.8868,-7.45,13.75,1.0244,0,0,7.0954,-0.533,0.08636,20.3548,3.773,6.917,20.667,-0.051,-0.2652,0.00942,0.00122,0.04149,0.0115,-0.02227,-0.5627,2.586,-0.6942,-0.6673,0.0949,0.0949,0.00825,-0.223,-0.0686,0.06487,0.04552,0.06816,-0.00408,0.12371,0.3769,3.55,-0.0281,-1.3498,0.2887,-0.0143,0.06117,0,0.52604,0.8211,0.47396,0.29851,1,1,1,2024,0.66197,0.36979,40,28,16,13.2594,0.8158,7.0275,7.027,5.7328,0.5192,40,65,1.2229,9.9,-0.1697,1.0792,1.672,13.7,-0.364,-2.9701,0.05599,0.1073,2,21.2,4,6,13,2,0.1936,-0.6254,11.2,-0.4778,-1.2993,-0.5534,-1.1849,0.01057,5,7,5,0.0382,3.1789,0.0,3.1789,6.225,11.7453,14.4811,0,0,11,0.15,0.225,0.55,1.2264,0.643,0.964,0.53546,0.47518,0.34,0.67347,0.34752,7.55,23.786,6.571,8.214,0.786,0.786,0.56594,0.562,1.125,0.59091,0.51948,0.36667,0.65789,0.49351,8.437,24.75,7.25,8.125,0.938,0.75,0.61886,42,77,41,4,1.0,1.2264,0.5577
P1c48d6e24b,0,0,0,8.0479,0.9459,0.9699,-9.1836,3,0.0685,-7.086,26.286,1.0571,0,0,-2.0796,1.004,-0.04766,10.6327,-7.5194,8.089,34.375,-0.6006,-0.0217,-0.02459,-0.02005,-0.03258,-0.04132,0.03385,-1.6257,2.212,-0.8427,-0.224,0.0081,0.3058,-0.02369,-0.6863,-0.017,0.00079,0.00495,-0.02037,-0.01839,0.01869,-1.1551,1.947,-0.2747,-0.3164,0.0208,0.4894,0.0003,0,0.52838,1.9481,0.47838,0.32174,0,0,1,2024,0.73267,0.27297,35,24,22,12.7123,0.5817,10.6057,10.606,6.1689,0.2947,35,161,-2.0248,5.029,-1.3413,-0.7235,-1.2862,3.2,-1.2727,-0.3068,-0.00096,0.1681,2,33.371,7,8,9,5,-2.1553,3.1562,3.318,4.6393,1.0594,1.1324,-0.3288,0.00855,2,2,1,-1.9728,-0.9481,-0.9481,0.0,13.286,15.9247,4.4863,0,0,3,0.2286,0.1714,1.0,1.6781,6.625,0.042,0.50379,0.45833,0.28916,0.69136,0.30682,9.862,35.583,13.417,3.792,1.5,3.958,0.53731,6.5,0.045,0.52917,0.48333,0.30137,0.71429,0.29167,10.205,35.318,13.818,3.682,1.5,4.091,0.5613,37,166,35,1,1.0,4.1438,0.561
P1ca581fef0,0,0,0,7.2014,1.0,1.0,-0.9821,,0.0357,-3.333,30.667,1.0,0,0,2.3676,1.3,0.01214,19.3088,1.4175,4.633,35.3,-0.49,0.018,-0.01331,-0.00574,-0.03376,-0.01447,-0.03651,-0.5653,1.476,-0.2463,-0.3397,-0.0451,-0.7512,-0.01919,-1.3751,-0.0357,0.01261,0.00036,0.03969,-0.04616,0.00313,-0.2353,1.7,2.0423,0.7385,-0.7945,-0.4176,0.00192,0,0.48739,,0.42647,0.36709,0,0,1,2008,0.85135,0.46639,33,21,10,16.9412,0.5072,14.4,14.4,7.3043,0.4555,33,33,3.3854,0.3,2.0263,-1.1571,3.6405,0.868,3.4748,-0.0976,0.02749,0.1681,0,34.0,6,10,7,1,,,,,,,,,0,0,0,0.8088,,,,19.788,23.2799,4.5276,0,0,,0.2121,0.1818,0.8788,2.139,5.952,0.048,0.47409,0.42073,0.33333,0.83688,0.42988,14.524,35.476,20.429,3.714,1.857,3.381,0.54994,5.2,0.0,0.5,0.42683,0.40678,0.80519,0.46951,14.91,35.7,22.6,4.7,1.2,3.7,0.57105,33,33,33,0,1.0,4.5633,0.56913
P1cb017a474,0,0,0,3.0443,0.9714,0.9695,-3.7029,2,0.2312,-2.529,28.0,1.0,0,0,2.0965,2.471,0.06022,18.2545,-1.1264,5.0,33.0,-0.6443,-0.1371,-0.0102,-0.0088,0.00119,0.0246,0.02501,-0.7651,0.952,0.1431,0.145,-0.1852,0.1268,-0.00192,-1.1776,-0.0534,-0.01556,-0.00992,-0.02753,0.06245,0.00557,-2.5224,1.613,-1.3523,-0.3047,0.0082,0.6392,-0.00501,0,0.5262,1.9259,0.43013,0.37447,0,0,1,2025,0.84496,0.28166,34,27,14,16.158,0.5167,12.3324,12.332,6.3717,0.0602,34,159,-1.056,-1.129,0.8989,-0.1544,-3.4646,-0.9,-1.6209,-1.0023,-0.0245,0.1504,1,30.529,12,5,7,5,0.4279,3.7042,-1.625,7.2878,-2.2252,-0.1309,1.6932,0.0672,2,5,3,1.6971,-0.9259,-0.9259,0.0,17.382,22.7746,5.5491,1,0,3,0.1765,0.1765,0.2647,1.5029,1.889,0.074,0.516,0.42133,0.37566,0.86957,0.30667,12.115,31.481,18.037,4.481,1.037,1.556,0.57213,1.5,0.143,0.51064,0.42021,0.34694,0.90741,0.28723,10.957,32.143,17.214,4.214,1.214,2.0,0.56904,35,164,35,1,1.0,1.8497,0.57405
P1ccfa6c1ee,0,0,0,2.4469,1.0,0.9708,-6.5475,1,2.7867,-6.361,23.818,1.0,0,0,-0.4232,1.106,0.00936,28.9498,-4.9586,7.468,31.286,0.0639,-0.1028,-0.01559,-0.01559,,-0.00763,-0.02846,-0.663,0.621,0.2622,0.2019,0.0065,0.4046,-0.0151,-0.0689,-0.5916,-0.01956,-0.01956,,-0.02507,-0.06057,-3.2754,2.621,-1.3359,-1.5136,0.026,0.478,-0.0244,0,0.625,3.075,0.625,0.0,1,1,1,2024,0.70732,0.78846,39,30,20,29.373,0.3288,22.1615,22.162,7.2875,-0.4415,39,133,0.153,4.421,1.2336,0.5349,1.1256,-0.422,2.699,0.762,-0.0283,0.1575,0,30.179,11,7,13,4,-0.4777,0.1495,6.485,1.3915,0.81,0.27,-0.0831,-0.00098,6,8,5,-0.5101,1.925,0.0,1.925,24.103,31.9456,15.599,0,0,1,0.1795,0.1538,1.0,0.3398,1.933,2.067,0.60941,0.60941,,0.69969,0.76,22.107,30.8,24.8,12.167,0.267,2.667,0.65595,1.95,1.8,0.60544,0.60544,,0.68224,0.72789,21.4,32.8,25.1,11.55,0.3,2.9,0.64664,39,137,39,5,1.0,3.0586,0.67105
P1cf3ac09b1,0,0,0,7.1837,0.9677,0.9929,-4.5424,2,0.0408,-4.792,27.875,0.9688,0,0,-2.1406,-1.095,-0.03505,14.19,-1.5409,3.696,31.571,-0.2433,-0.0408,-0.00288,0.0011,0.01343,-0.00229,0.033,0.3634,1.652,0.0589,0.2235,0.12,-0.2098,0.00189,-0.2246,-0.0408,-0.00963,-0.00666,0.01665,-0.01531,0.04323,-0.2137,1.533,-0.3778,0.3306,0.1096,-0.0587,-0.00454,0,0.53632,,0.44794,0.43195,0,1,1,2020,0.85185,0.32688,30,22,20,16.3306,0.5748,13.3367,13.337,7.6659,-0.2911,30,139,0.6119,2.133,-0.0169,-0.6235,0.9489,3.2,-0.0262,0.4219,0.08687,0.1633,1,32.667,8,7,5,4,,,,,,,,,0,9,6,-2.8274,,,,18.6,22.7755,3.0612,0,0,,0.1333,0.1333,1.0,1.4694,5.955,0.0,0.53344,0.44904,0.44538,0.84956,0.35987,14.323,34.318,19.591,2.818,1.364,3.182,0.59249,5.95,0.0,0.52669,0.44128,0.4486,0.83654,0.37011,13.78,34.2,19.15,2.9,1.35,3.3,0.58606,31,140,32,0,1.0,3.9184,0.5906
