pid,y_gl_s1_gp,y_gl_s1_min,y_gl_s1_net,y_gl_s1_pie,y_gl_s1_prod36,y_gl_s1_pts36,y_gl_s1_ts,y_gl_s1_usg,y_gl_s2_gp,y_gl_s2_min,y_gl_s2_net,y_gl_s2_pie,y_gl_s2_prod36,y_gl_s2_pts36,y_gl_s2_ts,y_gl_s2_usg,y_gl_s3_gp,y_gl_s3_min,y_gl_s3_net,y_gl_s3_pie,y_gl_s3_prod36,y_gl_s3_pts36,y_gl_s3_ts,y_gl_s3_usg,y_gl_s4_gp,y_gl_s4_min,y_gl_s4_net,y_gl_s4_pie,y_gl_s4_prod36,y_gl_s4_pts36,y_gl_s4_ts,y_gl_s4_usg,y_gl_s5_gp,y_gl_s5_min,y_gl_s5_net,y_gl_s5_pie,y_gl_s5_prod36,y_gl_s5_pts36,y_gl_s5_ts,y_gl_s5_usg
P4ba2b4830d,4,113.1,-5.2,0.121,33.43,20.69,0.532,0.264,49,1179.5,2.8,0.097,25.55,13.12,0.52,0.168,33,948.6,2.8,0.094,25.16,13.17,0.513,0.176,,,,,,,,,,,,,,,,
P9e418f4c91,36,604.9,-4.6,0.088,21.84,14.28,0.533,0.182,,,,,,,,,,,,,,,,,45,1499.0,6.3,0.104,27.31,18.23,0.591,0.191,,,,,,,,
P1b292d5147,12,466.9,6.0,0.136,34.62,22.44,0.586,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P831df49905,8,316.5,0.3,0.116,29.91,22.63,0.573,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3cfad83e39,8,246.2,-6.0,0.07,24.27,16.08,0.479,0.233,29,894.8,0.0,0.082,27.76,21.24,0.536,0.241,45,1387.3,4.4,0.111,31.55,23.82,0.605,0.234,44,1447.3,0.5,0.103,30.59,20.15,0.546,0.236,10,238.7,-2.2,0.07,23.68,13.58,0.509,0.17
P2e8c779b09,48,1443.1,-2.3,0.088,26.17,16.61,0.534,0.22,9,207.0,-7.1,0.059,24.52,14.78,0.515,0.205,,,,,,,,,,,,,,,,,,,,,,,,
Pcf63b744fe,4,84.3,-8.5,0.018,22.64,13.67,0.323,0.268,3,49.8,4.8,0.173,32.52,26.74,0.591,0.285,,,,,,,,,51,1396.0,-1.3,0.094,28.26,20.45,0.531,0.239,,,,,,,,
Pd3473cff83,28,437.7,-0.7,0.087,28.95,16.78,0.51,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35fcccf6c9,8,190.6,-6.3,0.119,27.96,12.85,0.602,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P94d904f95a,7,162.7,15.3,0.109,27.66,18.36,0.492,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfd690eb68d,49,1305.2,-5.3,0.085,22.75,15.72,0.516,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe71646e585,14,471.9,0.1,0.14,35.09,20.67,0.509,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf825457ab4,,,,,,,,,,,,,,,,,5,134.7,-1.5,0.137,29.67,25.13,0.603,0.276,,,,,,,,,,,,,,,,
Pb88d2f0541,37,984.3,-12.5,0.068,20.96,16.09,0.49,0.217,,,,,,,,,,,,,,,,,38,1058.2,4.7,0.127,29.8,21.84,0.62,0.227,,,,,,,,
P9a02cf437c,6,211.2,-0.1,0.142,33.58,25.23,0.593,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P9990134f41,41,1383.1,-2.3,0.138,31.21,21.79,0.596,0.257,30,1111.0,-5.2,0.098,25.57,17.95,0.527,0.237,34,1248.5,-3.3,0.139,32.58,23.93,0.61,0.265,14,476.1,-3.3,0.105,28.58,19.21,0.549,0.219,43,1303.6,0.4,0.125,33.17,21.32,0.58,0.242
P8e900c2247,15,385.1,0.4,0.086,30.28,16.92,0.549,0.208,25,504.6,-5.5,0.108,30.68,15.34,0.564,0.175,,,,,,,,,,,,,,,,,,,,,,,,
Pbb1af08ea5,,,,,,,,,43,1130.4,-5.8,0.101,26.15,19.75,0.519,0.245,,,,,,,,,,,,,,,,,,,,,,,,
Pc72bfd628e,40,1340.1,-1.8,0.127,31.73,22.86,0.567,0.279,4,147.8,1.3,0.105,26.79,20.7,0.548,0.276,3,89.5,18.2,0.18,40.65,29.38,0.591,0.302,,,,,,,,,,,,,,,,
P6f3f385e9b,,,,,,,,,1,28.0,3.5,0.156,37.31,25.73,0.571,0.275,3,70.1,-7.1,0.09,42.12,24.65,0.479,0.303,41,1106.5,9.9,0.186,45.68,26.42,0.548,0.28,,,,,,,,
P09fcc624c4,46,1429.7,8.0,0.116,30.67,21.4,0.594,0.246,7,237.9,3.8,0.125,32.98,21.18,0.54,0.266,18,626.7,-5.9,0.128,36.53,24.53,0.564,0.284,,,,,,,,,,,,,,,,
Pd5a40a7ee0,20,433.7,-5.1,0.088,27.89,20.0,0.492,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5492e07ad3,,,,,,,,,1,38.5,14.1,0.168,42.02,29.88,0.581,0.313,,,,,,,,,,,,,,,,,,,,,,,,
Pdb13b813cd,24,243.8,-6.4,0.078,19.94,13.88,0.595,0.164,5,102.0,-14.4,0.079,20.82,12.71,0.551,0.16,,,,,,,,,,,,,,,,,,,,,,,,
Pbfe4edf289,6,115.6,-17.4,0.119,37.38,22.74,0.528,0.259,26,714.2,-3.4,0.119,30.59,17.49,0.529,0.226,,,,,,,,,,,,,,,,,,,,,,,,
P53698aab75,19,673.7,1.3,0.137,28.96,23.78,0.632,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pc381c2ab50,21,680.9,-4.8,0.101,28.34,22.79,0.563,0.275,,,,,,,,,8,279.1,3.4,0.125,31.86,24.51,0.643,0.243,,,,,,,,,2,52.7,20.2,0.166,34.17,27.33,0.706,0.218
Pd50459cb6d,26,724.2,1.2,0.131,32.86,19.34,0.533,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe2eac4ddf4,43,1202.1,9.7,0.138,34.08,17.55,0.661,0.186,40,1023.9,5.4,0.126,32.35,15.12,0.617,0.17,44,1272.9,2.9,0.149,36.6,17.31,0.546,0.22,,,,,,,,,,,,,,,,
P128f74a48f,,,,,,,,,43,1267.3,-6.0,0.099,30.0,19.69,0.524,0.236,12,260.0,-3.0,0.107,32.12,18.55,0.511,0.248,7,83.8,-4.2,0.112,41.22,26.19,0.506,0.309,,,,,,,,
P7c761dbe92,31,468.1,13.1,0.107,31.61,12.23,0.552,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf37ef86b30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,438.0,8.4,0.099,26.8,16.28,0.541,0.198
P25bfc6427b,31,819.2,3.2,0.096,28.26,15.42,0.578,0.176,45,1378.7,3.1,0.129,30.42,17.57,0.7,0.176,,,,,,,,,,,,,,,,,,,,,,,,
P3ea09a4d42,49,1528.1,4.0,0.135,30.37,17.24,0.54,0.224,45,1476.8,0.7,0.135,32.15,17.67,0.524,0.248,5,147.0,9.9,0.153,35.02,18.37,0.52,0.231,,,,,,,,,1,29.2,1.6,0.114,28.4,12.35,0.479,0.182
Pd7d10f6f4c,7,187.1,-3.2,0.125,29.44,17.89,0.582,0.193,35,1129.0,-0.4,0.111,28.54,20.06,0.617,0.203,18,605.4,4.7,0.114,30.62,22.18,0.563,0.237,,,,,,,,,,,,,,,,
P7719d3d89b,40,1149.7,9.5,0.125,29.75,17.63,0.661,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pddcf4609af,6,188.7,-10.8,0.147,29.76,18.5,0.586,0.227,4,105.1,-2.7,0.104,28.08,15.41,0.513,0.207,,,,,,,,,,,,,,,,,,,,,,,,
Pc1c99fe2be,15,527.0,-3.2,0.126,29.17,17.62,0.494,0.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa466887b08,32,1070.5,-0.4,0.104,26.97,15.97,0.51,0.214,26,749.2,7.6,0.1,27.87,18.4,0.57,0.207,8,280.1,-7.9,0.113,29.56,19.92,0.557,0.238,4,106.3,-5.9,0.081,20.66,13.54,0.706,0.135,,,,,,,,
P88064c1c05,3,118.3,6.2,0.208,38.04,25.87,0.709,0.27,,,,,,,,,,,,,,,,,1,32.4,27.5,0.245,51.15,27.8,0.583,0.307,,,,,,,,
Pc9bdc2e95f,19,602.7,6.9,0.102,25.51,16.49,0.552,0.193,29,840.5,1.7,0.139,35.08,21.67,0.59,0.228,,,,,,,,,,,,,,,,,,,,,,,,
P420da53cac,8,66.5,0.1,0.112,25.44,12.45,0.691,0.137,45,1181.8,1.4,0.131,32.6,16.15,0.561,0.195,,,,,,,,,,,,,,,,,,,,,,,,
P9668122fb9,11,306.4,-11.2,0.128,28.55,13.63,0.558,0.154,2,51.6,2.8,0.177,37.69,22.33,0.565,0.216,43,1007.4,3.2,0.139,29.91,14.94,0.603,0.166,42,1035.1,-3.5,0.135,31.75,16.83,0.73,0.159,,,,,,,,
Pfa4c05beee,13,282.1,-5.0,0.132,37.77,26.8,0.567,0.314,31,753.1,-5.9,0.109,33.32,23.66,0.542,0.292,33,466.9,-0.8,0.134,37.01,24.67,0.578,0.271,,,,,,,,,,,,,,,,
P74a501a7bb,,,,,,,,,,,,,,,,,,,,,,,,,31,980.2,-0.7,0.092,22.88,16.97,0.567,0.202,,,,,,,,
P25609e2dfe,,,,,,,,,,,,,,,,,50,1840.4,1.4,0.126,30.42,19.33,0.534,0.244,45,1338.5,-1.0,0.097,27.68,18.37,0.54,0.232,,,,,,,,
Pc00908f11e,16,517.9,6.1,0.136,29.68,18.77,0.528,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P55f0d03e7b,49,1603.4,5.5,0.112,27.57,15.56,0.582,0.165,20,580.6,-2.0,0.121,34.17,21.58,0.532,0.267,28,855.0,7.1,0.14,35.83,19.37,0.512,0.255,18,564.5,2.5,0.174,42.48,23.15,0.616,0.236,13,284.4,4.0,0.127,34.05,17.85,0.609,0.192
P521ea871d2,6,197.9,6.8,0.115,31.29,20.74,0.515,0.274,41,1390.7,8.1,0.133,30.88,20.92,0.671,0.215,3,94.2,22.3,0.126,32.1,24.07,0.585,0.267,,,,,,,,,,,,,,,,
Paca468f5b5,23,738.8,-10.3,0.1,26.36,15.4,0.534,0.196,10,270.6,2.9,0.12,31.0,17.96,0.547,0.228,,,,,,,,,,,,,,,,,,,,,,,,
P401c3c358c,7,51.2,-17.8,0.049,19.67,9.84,0.709,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd7c989b67a,2,53.5,7.5,0.215,34.3,24.89,0.83,0.26,14,495.7,-5.2,0.138,31.23,20.63,0.603,0.239,1,27.6,19.9,0.079,28.7,20.87,0.508,0.25,,,,,,,,,,,,,,,,
P9264b6e63a,21,739.9,2.6,0.106,28.17,18.25,0.535,0.221,2,82.5,-11.8,0.126,32.28,25.74,0.602,0.296,8,257.2,7.6,0.169,36.52,21.83,0.571,0.244,27,933.2,1.3,0.153,35.07,22.07,0.687,0.208,15,459.1,17.2,0.142,36.23,24.93,0.685,0.232
P310fe8e32c,,,,,,,,,,,,,,,,,,,,,,,,,16,426.3,3.1,0.102,27.7,19.42,0.588,0.214,,,,,,,,
Pc01c642a9f,25,872.0,7.9,0.12,29.23,21.63,0.637,0.22,4,137.8,3.6,0.129,32.14,22.21,0.564,0.271,,,,,,,,,21,659.2,-3.4,0.098,27.96,18.68,0.59,0.218,,,,,,,,
P64adb31e4d,14,420.7,0.4,0.115,29.69,18.91,0.626,0.215,14,418.6,7.4,0.159,39.65,26.15,0.639,0.261,,,,,,,,,,,,,,,,,,,,,,,,
Pfd95ad31d4,8,266.4,7.1,0.118,28.25,19.33,0.517,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P88f4dbf943,2,67.0,34.3,0.136,34.94,17.2,0.544,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P83b3d780d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54.7,33.4,0.201,40.16,22.38,0.507,0.279
Pa8fc4b7ad7,37,901.9,5.6,0.131,28.34,16.33,0.577,0.195,50,1632.2,5.6,0.129,31.08,18.15,0.556,0.206,,,,,,,,,34,1185.2,7.6,0.138,34.57,19.53,0.592,0.206,14,420.8,6.4,0.147,32.68,17.88,0.634,0.183
P8d6369038a,,,,,,,,,2,83.2,1.7,0.154,32.9,23.38,0.562,0.268,,,,,,,,,,,,,,,,,39,1297.2,0.5,0.124,28.2,17.68,0.631,0.194
Pd46f6361f5,24,825.6,-3.6,0.166,32.62,17.31,0.628,0.188,30,996.6,-3.9,0.127,29.08,17.74,0.614,0.192,,,,,,,,,,,,,,,,,,,,,,,,
Pd6e0b051bb,,,,,,,,,,,,,,,,,25,809.2,2.8,0.14,31.68,20.46,0.53,0.258,,,,,,,,,,,,,,,,
P7222e0f90b,1,25.9,0.3,0.071,37.46,23.58,0.498,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pb3e495f583,34,590.9,-0.5,0.081,21.08,12.49,0.548,0.172,18,323.6,-7.7,0.043,15.24,7.57,0.456,0.147,,,,,,,,,,,,,,,,,,,,,,,,
P9260f65add,11,395.9,9.0,0.142,37.01,29.91,0.562,0.34,20,600.4,1.8,0.106,30.1,20.09,0.509,0.269,11,352.7,8.3,0.111,32.36,20.31,0.505,0.249,,,,,,,,,,,,,,,,
Pe40a7b9665,22,788.5,11.1,0.096,28.12,20.54,0.557,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6f92e02de4,11,385.4,-6.4,0.092,24.85,21.58,0.572,0.259,18,425.3,-6.3,0.059,21.33,13.38,0.448,0.209,12,422.1,3.2,0.107,28.91,21.32,0.563,0.249,,,,,,,,,14,278.8,-4.3,0.071,22.08,15.24,0.589,0.17
P4a1b07df85,16,496.9,1.9,0.127,32.53,21.88,0.573,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdc4a696341,45,1638.6,0.5,0.122,25.6,15.66,0.596,0.179,1,39.6,9.7,0.166,35.48,30.94,0.799,0.212,9,319.7,-3.4,0.08,19.26,13.29,0.556,0.17,,,,,,,,,,,,,,,,
P22b18d36a6,46,1505.3,-3.8,0.065,17.67,13.27,0.53,0.165,46,1498.9,-4.4,0.096,24.14,16.79,0.567,0.198,,,,,,,,,,,,,,,,,,,,,,,,
Pa78dfd4260,15,458.5,-4.6,0.116,25.6,14.68,0.6,0.177,40,1075.8,-1.7,0.107,24.8,12.92,0.606,0.157,,,,,,,,,,,,,,,,,,,,,,,,
P9f8d851f22,18,506.6,-1.3,0.122,29.78,18.76,0.543,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pa307fde308,16,559.9,3.4,0.078,19.55,12.35,0.539,0.141,28,767.4,-1.9,0.06,18.15,11.59,0.526,0.143,46,1205.3,3.1,0.066,17.2,9.95,0.516,0.12,,,,,,,,,,,,,,,,
P6f658be6bb,35,935.7,-7.7,0.124,30.13,16.12,0.563,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41923cb473,5,179.2,-5.0,0.149,30.13,16.67,0.808,0.141,8,187.3,-6.0,0.134,28.05,14.41,0.59,0.182,,,,,,,,,,,,,,,,,,,,,,,,
P608846acfb,36,620.6,-14.7,0.114,33.12,19.2,0.534,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P94ee422c65,23,759.4,7.6,0.12,30.06,20.1,0.561,0.235,,,,,,,,,21,603.7,0.4,0.103,28.56,17.12,0.534,0.199,,,,,,,,,,,,,,,,
Pfe357344e4,,,,,,,,,,,,,,,,,10,231.8,8.0,0.046,24.23,18.33,0.465,0.244,,,,,,,,,,,,,,,,
P85fbcb1dce,5,144.8,31.2,0.164,38.77,22.62,0.608,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pe0da967ad1,49,1429.0,1.7,0.079,20.36,13.81,0.568,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pf20205fffb,2,70.8,-5.3,0.067,20.86,12.72,0.436,0.192,2,58.4,-0.9,0.084,26.5,17.26,0.441,0.261,,,,,,,,,,,,,,,,,,,,,,,,
Pcf60b82b9d,3,106.2,3.3,0.082,26.09,15.59,0.484,0.227,2,76.7,8.2,0.095,23.95,16.9,0.607,0.212,,,,,,,,,,,,,,,,,,,,,,,,
P9b79feb6a3,39,1501.8,4.3,0.15,32.03,24.31,0.599,0.266,29,1042.0,10.4,0.157,35.41,25.32,0.652,0.268,,,,,,,,,,,,,,,,,,,,,,,,
Pa9d4084dfb,,,,,,,,,,,,,,,,,,,,,,,,,1,33.8,56.3,0.219,38.38,14.93,0.612,0.134,,,,,,,,
Pe7f5f31a46,,,,,,,,,6,147.0,3.4,0.11,29.63,17.88,0.636,0.188,,,,,,,,,,,,,,,,,,,,,,,,
Pce6ddda209,4,144.3,-1.3,0.113,24.46,12.48,0.542,0.182,3,110.0,8.9,0.077,16.04,11.45,0.727,0.131,,,,,,,,,,,,,,,,,,,,,,,,
P6bc657fff3,39,1148.9,4.2,0.165,38.92,24.69,0.577,0.284,33,743.7,-1.6,0.149,37.85,23.19,0.603,0.259,,,,,,,,,,,,,,,,,,,,,,,,
Pd856e50561,17,527.5,-12.1,0.081,27.02,17.27,0.507,0.232,2,70.0,-3.4,0.218,48.89,28.82,0.709,0.274,,,,,,,,,,,,,,,,,9,106.5,-26.0,0.075,28.06,17.24,0.586,0.195
Pff77feae98,,,,,,,,,1,37.4,-2.6,0.121,32.7,25.0,0.577,0.302,,,,,,,,,,,,,,,,,3,102.7,4.3,0.126,39.96,23.84,0.487,0.292
Pfd99951c4d,31,603.9,-3.0,0.062,25.99,15.02,0.492,0.201,,,,,,,,,,,,,,,,,15,170.9,-7.1,0.064,25.07,15.8,0.593,0.189,,,,,,,,
Pb3a7a6f86b,21,627.1,3.8,0.108,28.88,16.13,0.512,0.221,25,393.1,-0.6,0.11,28.3,14.93,0.596,0.178,44,883.9,1.1,0.136,30.42,14.95,0.585,0.178,,,,,,,,,,,,,,,,
Pc5a8d9d1d6,5,141.6,9.2,0.162,37.36,25.42,0.567,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd7225b3a0b,22,677.6,-3.9,0.104,26.88,13.07,0.434,0.212,11,282.0,-5.0,0.062,21.7,12.51,0.466,0.219,,,,,,,,,12,384.9,0.8,0.073,19.55,9.82,0.64,0.12,,,,,,,,
Pcb0e772806,3,81.4,4.2,0.086,21.68,13.71,0.554,0.189,,,,,,,,,,,,,,,,,10,332.5,-6.8,0.096,29.45,21.11,0.554,0.256,,,,,,,,
Pbbdf67d0e0,,,,,,,,,,,,,,,,,42,1067.3,2.0,0.11,29.88,18.05,0.53,0.211,33,1010.2,6.0,0.12,31.64,19.63,0.582,0.207,39,1206.2,-1.3,0.098,28.29,18.36,0.538,0.205
P251ed0e7a3,33,749.4,-3.0,0.105,31.66,23.68,0.563,0.268,19,550.3,4.3,0.12,34.34,24.66,0.58,0.253,34,989.6,-0.7,0.122,34.49,24.37,0.545,0.277,,,,,,,,,,,,,,,,
P0edb7d3b99,1,36.1,-12.0,0.084,23.93,12.96,0.406,0.222,,,,,,,,,4,132.2,0.4,0.158,38.11,25.32,0.515,0.333,8,98.5,1.5,0.097,29.96,19.73,0.559,0.245,,,,,,,,
P85b94bf602,38,1019.9,-9.6,0.118,28.8,19.84,0.518,0.262,26,862.5,2.2,0.153,35.89,24.5,0.555,0.302,,,,,,,,,4,110.6,8.3,0.131,31.56,22.13,0.641,0.233,11,348.1,-1.5,0.108,27.31,18.93,0.588,0.258
Pf93789f1b5,33,932.2,-5.8,0.114,26.88,16.49,0.52,0.227,17,573.1,5.6,0.1,29.27,19.47,0.513,0.234,14,449.8,4.1,0.133,34.81,24.73,0.543,0.29,,,,,,,,,,,,,,,,
Pa7cb2c7354,35,1070.6,-6.4,0.116,29.62,21.76,0.544,0.261,1,17.9,41.9,0.104,44.12,30.08,0.47,0.353,,,,,,,,,11,291.9,-1.6,0.07,25.65,20.1,0.547,0.243,,,,,,,,
P5f3e1d9a7e,18,641.9,2.1,0.116,27.2,18.84,0.57,0.206,,,,,,,,,,,,,,,,,,,,,,,,,14,396.3,-5.2,0.129,27.16,19.62,0.595,0.237
P9d178fdf5d,35,1188.1,1.8,0.104,27.97,18.64,0.63,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P4370ef2bf5,29,888.6,9.7,0.135,33.83,22.28,0.615,0.259,27,769.5,0.6,0.112,29.14,17.73,0.522,0.229,,,,,,,,,,,,,,,,,,,,,,,,
Pb571c7aa88,35,1047.4,7.1,0.101,26.29,16.81,0.534,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P10d6b2ba68,47,1073.0,0.2,0.08,20.23,14.33,0.654,0.132,37,903.1,-5.3,0.064,18.9,13.04,0.531,0.141,28,667.7,-3.1,0.065,18.12,12.4,0.702,0.101,,,,,,,,,25,306.5,-0.5,0.043,14.21,8.81,0.594,0.09
P705a98169f,38,1194.9,1.8,0.096,24.46,18.29,0.584,0.199,50,1535.3,-6.4,0.071,20.24,15.15,0.57,0.17,41,1250.3,-3.8,0.071,19.9,14.08,0.576,0.161,15,281.3,-5.6,0.043,16.51,9.98,0.5,0.128,,,,,,,,
P1a32cd4176,,,,,,,,,18,457.5,-3.4,0.182,37.77,23.13,0.622,0.257,,,,,,,,,,,,,,,,,,,,,,,,
P420fe29f13,32,1223.9,1.0,0.157,38.89,30.15,0.579,0.331,2,71.4,6.6,0.088,29.74,19.16,0.456,0.262,,,,,,,,,15,399.5,-1.0,0.098,27.13,20.37,0.544,0.268,,,,,,,,
P7dfb5a7395,7,185.4,12.0,0.114,28.15,18.83,0.637,0.179,42,1114.8,2.7,0.103,26.0,15.15,0.541,0.18,36,1112.3,6.2,0.101,28.87,16.8,0.577,0.19,15,428.8,4.1,0.118,30.65,18.98,0.612,0.191,,,,,,,,
Pf135ac542c,38,867.5,-5.2,0.102,29.05,17.06,0.564,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P3ede0fa0b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16.4,12.9,0.04,19.74,17.54,0.5,0.268
P73cc673745,43,1201.0,0.0,0.113,25.66,15.17,0.64,0.158,47,1365.5,0.3,0.131,29.84,15.95,0.628,0.165,30,953.8,-0.3,0.113,28.8,15.74,0.654,0.168,,,,,,,,,21,531.6,4.9,0.134,30.2,15.1,0.705,0.134
P1223e5ee2c,2,59.2,-0.8,0.101,23.11,15.21,0.612,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P204a101867,14,424.2,-5.2,0.14,33.27,16.89,0.558,0.218,12,324.6,1.1,0.119,31.94,17.08,0.513,0.233,5,98.6,11.9,0.123,34.69,15.7,0.568,0.195,,,,,,,,,,,,,,,,
P5849f19551,,,,,,,,,,,,,,,,,1,39.0,-2.3,0.072,31.37,19.38,0.389,0.297,,,,,,,,,,,,,,,,
Pbe8ddcfedd,45,822.9,-3.3,0.116,30.84,18.07,0.621,0.178,27,372.0,-2.9,0.074,24.87,12.1,0.544,0.149,,,,,,,,,,,,,,,,,,,,,,,,
P7697c4ecb8,25,633.4,-7.5,0.096,25.29,18.19,0.528,0.233,40,1263.1,-1.4,0.083,23.4,16.36,0.562,0.185,,,,,,,,,,,,,,,,,10,166.5,-18.2,0.03,14.27,8.86,0.399,0.15
Pc5ec91aab0,20,444.3,-11.7,0.11,35.16,19.04,0.525,0.217,28,958.1,11.2,0.188,45.24,28.59,0.612,0.285,,,,,,,,,,,,,,,,,,,,,,,,
P6354170b78,19,228.6,-5.4,0.033,19.68,10.39,0.477,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P459acdec33,11,357.8,-24.2,0.098,24.45,17.61,0.547,0.232,6,139.0,-8.2,0.111,33.15,21.23,0.641,0.205,5,152.6,17.1,0.113,36.11,22.18,0.548,0.26,,,,,,,,,17,495.8,6.6,0.189,42.18,24.54,0.641,0.261
Pb920680006,38,1129.4,3.1,0.113,27.32,19.09,0.589,0.22,24,755.8,5.4,0.149,32.01,23.15,0.595,0.244,,,,,,,,,,,,,,,,,,,,,,,,
Pd59c0506ca,13,459.3,5.9,0.114,25.71,18.57,0.586,0.227,,,,,,,,,,,,,,,,,,,,,,,,,25,785.6,0.6,0.102,25.71,17.28,0.586,0.189
P287f82c404,,,,,,,,,32,607.9,1.3,0.106,27.89,14.57,0.613,0.18,39,945.1,3.5,0.173,38.85,22.06,0.635,0.226,,,,,,,,,,,,,,,,
Pb57f8a063b,44,772.1,-6.2,0.043,17.53,13.29,0.505,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P27a35575e9,12,303.0,-1.8,0.063,24.71,14.73,0.45,0.222,34,1173.7,0.7,0.084,23.74,14.45,0.494,0.191,40,1338.4,1.9,0.087,23.54,13.66,0.52,0.192,,,,,,,,,,,,,,,,
Pcac223d7f8,27,875.8,-0.9,0.123,28.65,17.92,0.581,0.21,,,,,,,,,7,217.6,3.1,0.122,26.97,13.73,0.564,0.18,,,,,,,,,25,901.0,5.2,0.134,29.69,16.82,0.639,0.195
Pa79b34cca8,24,675.9,11.4,0.151,36.54,25.73,0.566,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pea59b43adb,44,1155.5,1.8,0.114,26.83,17.76,0.611,0.191,22,749.4,5.8,0.134,30.6,21.04,0.616,0.219,32,873.2,3.3,0.131,34.8,23.05,0.616,0.25,14,361.1,-7.1,0.153,33.9,21.04,0.737,0.194,,,,,,,,
P86ef73625c,4,142.6,-12.0,0.131,36.6,26.75,0.489,0.343,17,546.2,-0.7,0.122,34.47,24.92,0.494,0.303,9,346.5,-7.0,0.135,39.07,29.72,0.588,0.329,,,,,,,,,,,,,,,,
P2acab9acdb,14,237.6,6.2,0.074,24.85,15.3,0.473,0.231,26,815.8,-4.5,0.109,31.95,25.33,0.566,0.292,2,54.5,7.9,0.14,33.05,25.78,0.735,0.231,,,,,,,,,,,,,,,,
Pc0a7512363,35,1131.9,-5.7,0.088,26.46,19.91,0.533,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P07954fea73,,,,,,,,,9,287.2,-9.6,0.09,26.45,17.42,0.451,0.243,,,,,,,,,,,,,,,,,,,,,,,,
P5fd682a91b,1,36.4,-5.8,0.125,35.62,28.69,0.61,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd808e1b5f8,20,490.5,-1.5,0.092,25.03,12.77,0.546,0.159,21,571.0,-6.2,0.092,28.43,14.75,0.507,0.199,6,81.8,-18.5,0.115,40.04,25.96,0.69,0.268,,,,,,,,,9,134.0,6.7,0.106,29.02,15.58,0.613,0.183
P2ad4235514,38,710.7,3.6,0.113,33.33,18.24,0.621,0.186,26,841.0,8.3,0.186,41.82,21.7,0.665,0.212,14,456.5,2.3,0.18,47.79,27.52,0.692,0.266,,,,,,,,,,,,,,,,
P4396f0664b,37,1093.0,6.2,0.129,31.52,19.04,0.628,0.216,27,809.7,8.8,0.129,31.66,19.83,0.566,0.245,,,,,,,,,,,,,,,,,,,,,,,,
Pf8b83ac1f0,,,,,,,,,30,859.6,-1.5,0.131,34.64,28.06,0.553,0.338,25,732.0,8.1,0.096,31.77,22.67,0.494,0.278,,,,,,,,,,,,,,,,
