pid,cmb_bench,cmb_bmi,cmb_body_fat,cmb_hand_len,cmb_hand_width,cmb_lane_agility,cmb_max_vert,cmb_mod_lane_agility,cmb_offdrib_att,cmb_offdrib_pct,cmb_onmove_att,cmb_onmove_pct,cmb_reach_minus_height,cmb_spot15_att,cmb_spot15_pct,cmb_spotcol_att,cmb_spotcol_pct,cmb_spotnba_att,cmb_spotnba_pct,cmb_sprint,cmb_stand_vert,cmb_wing_minus_height
Pc0fff42784,,22.81,6.9,8.25,8.5,11.32,35.0,3.08,18,0.5,39,0.487,25.0,,,25,0.64,25,0.64,3.28,29.0,4.0
P24fc987f38,,23.5,4.45,8.75,9.75,12.71,37.0,3.2,18,0.611,39,0.59,25.5,,,25,0.68,25,0.32,3.1,33.0,6.75
Pc7e0f691c6,,25.03,7.1,8.75,9.75,11.1,36.5,3.15,,,,,24.75,,,,,,,3.29,28.5,3.0
P9da0cf7014,,21.98,5.2,8.75,8.5,11.07,34.5,3.15,18,0.611,34,0.824,28.25,,,25,0.76,25,0.6,3.39,27.5,8.75
P5c19a79a93,,24.43,7.35,8.25,8.5,11.6,37.5,3.13,,,,,22.0,,,,,,,3.2,30.5,4.25
Pd6e0b051bb,,28.74,10.75,9.25,9.5,11.57,35.5,3.32,18,0.5,36,0.639,25.75,25,0.56,,,25,0.48,3.45,31.0,7.0
P9e30954b9f,,27.51,10.75,9.0,9.25,11.63,32.5,3.13,18,0.667,35,0.657,25.0,,,25,0.6,25,0.6,3.45,27.5,7.0
Pa9426d162d,,25.55,7.55,9.25,9.5,,,,,,,,28.0,,,,,,,,,7.0
P7f1d080745,,23.48,5.65,8.75,9.0,11.06,35.5,2.92,,,,,24.0,,,,,,,3.23,31.5,5.5
P6e49424689,,24.81,6.2,9.0,9.25,11.28,35.0,2.88,18,0.667,37,0.649,23.5,25,0.8,,,25,0.52,3.2,28.5,3.0
P1dca1ecf2b,,27.6,9.4,8.75,8.25,11.45,35.5,3.14,,,,,25.75,,,,,,,3.27,29.0,4.25
Pdd79d6ef7f,,24.74,5.05,9.0,9.5,11.22,41.5,3.04,18,0.889,39,0.641,23.0,,,25,0.72,25,0.52,3.15,36.5,4.5
P98ee7e9798,,27.23,16.3,8.75,9.75,11.97,31.0,3.52,18,0.778,34,0.765,27.5,,,25,0.52,25,0.64,3.44,25.0,7.25
P1044a073cf,,29.17,10.55,9.0,8.75,10.82,36.0,2.96,,,,,25.0,,,,,,,3.26,33.0,7.25
P83de6de3ec,,22.0,3.5,8.25,8.5,11.57,34.0,3.01,18,0.667,36,0.694,23.5,,,25,0.6,25,0.52,3.27,29.5,4.0
P12d1ca8d35,,24.37,12.05,8.5,8.5,10.79,35.5,2.92,,,,,24.75,,,,,,,3.27,29.0,2.5
P31e153a014,,29.6,8.2,9.75,10.5,11.92,36.0,3.2,18,0.667,36,0.583,24.5,25,0.8,,,25,0.36,3.26,31.0,6.25
P0a4bbd8b0a,,27.14,7.3,9.75,11.75,11.45,37.0,3.29,,,,,28.0,,,,,,,3.28,31.0,8.25
P49827cf895,,24.8,7.95,8.75,9.0,11.1,35.5,3.04,,,,,25.0,,,,,,,3.26,27.0,3.25
Pe966e23e9c,,24.79,6.5,8.75,9.0,11.3,37.5,2.92,18,0.5,34,0.676,25.0,,,25,0.84,25,0.68,3.22,31.0,6.25
Pf7c7a85a9a,,25.13,5.1,9.0,9.5,,35.5,,,,,,26.75,,,,,,,,28.0,6.75
Pa24dadc449,,26.77,5.8,9.5,10.25,,,,,,,,30.25,,,,,,,,,8.25
Pb067831a66,12.0,27.17,5.0,8.5,9.5,11.13,43.0,2.88,24,0.792,48,0.667,23.75,,,25,0.64,25,0.36,3.22,38.0,6.5
Pa48064fa8c,9.0,25.52,8.8,9.0,9.5,11.21,35.5,3.35,24,0.625,48,0.625,25.75,,,25,0.68,25,0.44,3.58,31.5,8.5
P7d77f683c0,8.0,24.72,8.3,8.75,9.0,10.27,34.5,2.75,,,,,26.0,,,,,,,3.28,27.5,3.75
Pf634b73f97,4.0,24.54,6.1,8.5,9.0,10.94,34.5,3.29,24,0.708,44,0.682,26.75,,,25,0.84,25,0.84,3.18,27.5,5.25
P9b0b27ae5d,,24.59,6.3,9.5,9.0,,,,,,,,27.75,,,,,,,,,3.75
P2e8c779b09,9.0,26.48,9.6,9.25,9.0,11.6,32.0,3.3,24,0.417,44,0.614,30.25,,,25,0.64,25,0.36,3.47,29.0,9.0
Pea73008ab4,13.0,26.17,10.2,8.5,9.25,10.58,44.0,3.08,24,0.5,32,0.469,20.0,,,25,0.76,25,0.68,3.2,37.5,4.0
P9b79feb6a3,14.0,24.11,6.7,7.5,8.75,11.44,31.0,3.41,24,0.625,49,0.694,24.25,,,25,1.0,25,0.68,3.38,24.5,3.75
Ped46c6be82,12.0,26.94,5.8,9.0,8.75,12.22,34.5,3.53,24,0.5,47,0.532,27.5,,,25,0.4,25,0.52,3.2,28.5,5.5
P94d904f95a,5.0,24.16,7.5,8.5,9.25,10.64,34.5,2.96,,,,,26.25,,,,,,,3.28,25.5,3.75
P9e418f4c91,10.0,24.43,7.4,8.25,9.25,10.66,35.0,3.02,24,0.625,47,0.723,25.75,,,25,0.8,25,0.68,3.32,27.0,4.25
Pc5e9e5bdd9,11.0,26.7,5.5,8.5,8.25,11.64,31.5,3.15,24,0.5,41,0.78,27.0,,,25,0.56,25,0.72,3.3,28.5,6.5
P8d6369038a,,24.58,5.6,8.25,8.5,,,,,,,,24.75,,,,,,,,,4.25
Pcfe0d93659,19.0,23.07,4.3,8.0,8.75,11.41,34.0,3.12,24,0.833,46,0.674,24.75,,,25,0.84,25,0.6,3.25,28.0,2.75
P1b292d5147,,28.54,11.9,9.0,9.75,,,,,,,,30.0,,,,,,,,,9.25
P0ba0d4e186,,25.61,5.9,8.25,9.25,11.2,33.0,,24,0.625,39,0.615,23.5,,,25,0.6,25,0.32,3.34,26.5,4.5
Peda2227014,1.0,25.13,6.0,8.75,10.0,,34.5,,24,0.458,41,0.512,24.0,,,25,0.64,25,0.32,3.27,28.5,3.75
Pb88d2f0541,1.0,22.82,9.2,7.75,8.75,10.56,28.5,2.93,24,0.667,45,0.578,23.75,,,25,0.8,25,0.52,3.44,26.0,2.75
Pb4e1522182,13.0,24.67,5.0,8.75,9.75,10.41,38.0,3.19,,,,,26.5,,,,,,,3.12,32.0,8.5
Pe7f5f31a46,15.0,26.5,8.8,8.5,8.5,11.24,36.0,3.31,24,0.5,47,0.596,27.75,,,25,0.56,25,0.32,3.32,32.5,5.25
P3cfad83e39,1.0,22.22,6.0,8.5,8.25,10.87,33.5,2.91,,,,,27.5,,,,,,,3.26,27.5,6.0
P2c58b86e78,13.0,23.62,4.6,9.0,8.75,11.19,37.5,3.06,24,0.5,13,0.308,25.75,,,25,0.4,25,0.36,3.26,33.5,4.25
Pff77feae98,,28.67,7.5,9.0,9.0,,,,,,,,25.0,,,,,,,,,6.5
Pf21d262b1c,4.0,27.0,14.9,9.25,10.5,11.76,25.0,2.94,,,,,29.0,,,,,,,3.62,22.5,3.0
P9a02cf437c,2.0,24.69,6.5,8.25,8.75,11.84,32.5,2.95,,,,,24.5,,,,,,,3.32,26.5,4.5
Pec96a14b85,,23.17,9.4,8.5,9.5,,,,,,,,25.75,,,,,,,,,-0.75
P1c43036b93,,24.43,11.9,9.5,9.25,,,,,,,,30.0,,,,,,,,,7.5
P2297a93a7f,,25.84,12.1,9.25,10.25,,,,,,,,27.0,,,,,,,,,4.5
Pd0eaa15469,19.0,26.21,10.1,8.25,9.5,11.2,35.0,2.97,,,,,26.5,,,,,,,3.27,28.5,1.0
Pe00e8a81b3,7.0,25.12,7.3,7.5,7.0,10.95,31.5,3.09,24,0.583,47,0.766,24.0,,,25,0.68,25,0.52,3.3,26.0,1.5
P128f74a48f,,21.72,6.2,8.75,8.75,,,,,,,,28.75,,,,,,,,,7.0
P4a125216bc,9.0,26.81,7.2,8.75,9.5,11.72,37.5,3.13,24,0.792,47,0.596,27.0,,,25,0.56,25,0.44,3.28,33.0,8.25
Pdaafce7eb6,10.0,25.2,6.4,9.0,9.75,10.93,37.5,3.01,24,0.75,44,0.659,28.5,,,25,0.56,25,0.64,3.25,29.0,6.0
Ped4ca8f8d6,7.0,23.58,5.7,9.0,8.75,11.09,37.0,3.12,,,,,24.75,,,,,,,3.32,34.5,8.5
Pce2a43b358,0.0,24.28,6.3,8.5,8.25,10.9,35.5,2.93,24,0.5,42,0.595,24.75,,,25,0.76,25,0.56,3.28,29.75,6.5
Pfd690eb68d,15.0,24.97,4.9,8.25,8.25,10.91,31.0,3.1,24,0.833,46,0.674,27.75,,,25,0.52,25,0.72,3.32,25.0,6.5
P5492e07ad3,5.0,26.06,8.9,9.5,9.25,11.78,31.5,3.28,,,,,27.0,,,,,,,3.56,25.0,4.5
P831df49905,5.0,26.92,6.4,9.25,9.0,10.69,40.5,3.2,24,0.792,42,0.619,27.5,,,25,0.64,25,0.44,3.2,32.5,7.75
P0c888043b8,9.0,24.51,4.0,9.0,10.25,11.88,39.5,,,,,,28.5,,,,,,,3.18,34.0,8.25
Pc381c2ab50,6.0,24.08,4.5,8.5,9.5,10.63,39.5,2.81,24,0.708,45,0.689,24.25,,,25,0.56,25,0.6,3.2,33.5,6.75
Pe71646e585,7.0,25.44,5.6,8.25,8.5,10.84,38.0,2.84,24,0.667,47,0.809,26.0,,,25,0.76,25,0.88,3.15,33.0,7.75
P67cf99c3eb,,24.01,8.3,8.75,9.75,,,,,,,,26.75,,,,,,,,,6.5
P83f630794b,12.0,23.07,4.1,8.0,8.75,10.97,40.0,3.2,24,0.583,47,0.596,23.25,,,25,0.52,25,0.36,3.27,34.5,4.75
Peaf1686cc0,,25.1,9.3,9.25,9.25,,,,,,,,30.25,,,,,,,,,6.25
Pd3473cff83,,26.51,12.5,10.0,11.0,,,,,,,,30.25,,,,,,,,,6.75
Pcf63b744fe,5.0,24.33,6.2,8.0,8.5,11.4,34.0,3.1,20,0.85,40,0.7,25.25,,,25,0.64,,,3.21,28.0,3.25
P9cedd79bd8,6.0,22.43,5.1,9.0,9.0,11.25,37.0,3.41,24,0.5,14,0.214,27.25,,,25,0.44,25,0.4,3.35,30.5,6.0
P6f3f385e9b,8.0,29.26,12.0,8.5,9.5,12.26,28.5,3.54,24,0.5,12,0.417,27.25,,,25,0.52,25,0.04,3.5,25.5,6.5
Pc3390f55d0,,26.64,5.3,8.5,9.25,,,,,,,,28.0,,,,,,,,,5.75
P84b2e1b413,,23.0,14.7,9.25,10.75,,,,,,,,30.25,,,,,,,,,6.0
P16f77dc0c6,4.0,21.93,6.6,8.0,8.5,11.16,31.0,3.5,,,,,25.25,,,,,,,3.29,29.5,3.25
Pce6ddda209,,26.37,7.85,8.75,9.5,10.77,35.5,2.96,18,0.722,32,0.781,22.25,,,25,0.64,25,0.64,3.45,30.0,6.5
Pf93789f1b5,,25.56,5.2,9.0,9.75,10.45,38.0,3.01,,,,,25.5,,,,,,,3.19,32.5,8.75
P4a1b07df85,,23.41,6.9,8.5,9.0,,,,,,,,25.0,,,,,,,,,3.5
Pddcf4609af,,24.98,7.0,8.0,9.25,10.9,38.0,2.87,18,0.389,19,0.526,24.75,25,0.6,,,25,0.48,3.17,32.0,5.0
Pd5a40a7ee0,,25.65,9.7,9.5,10.0,11.16,33.0,3.1,18,0.611,30,0.667,25.75,25,0.68,,,25,0.56,3.3,29.0,6.25
P5f230da818,16.0,25.42,5.7,8.75,10.25,11.47,35.5,3.35,18,0.444,27,0.593,26.75,,,25,0.4,25,0.56,3.17,31.0,4.25
Pd46f6361f5,,24.96,5.15,9.0,10.25,10.26,40.5,2.86,18,0.722,21,0.762,24.0,25,0.68,,,25,0.56,3.17,37.5,6.25
Pf5fb4e36b6,,27.32,5.4,9.0,10.25,10.77,35.5,2.64,18,0.611,22,0.818,22.25,25,0.84,,,25,0.52,3.31,30.5,6.75
P8a2a3c7c07,,26.25,5.05,8.75,9.0,,,,,,,,25.25,,,,,,,,,6.5
P47380ec945,,25.12,8.5,9.0,9.0,11.93,38.5,3.05,,,,,24.25,,,,,,,3.26,32.5,3.5
P9668122fb9,,25.26,9.7,9.0,9.25,,,,,,,,27.25,,,,,,,,,5.25
Pd50459cb6d,,24.31,5.6,8.5,9.75,11.24,35.0,3.3,18,0.611,32,0.469,28.0,25,0.68,,,25,0.4,3.26,31.0,9.0
P9155961dd2,,,,,,,,,,,,,25.0,,,,,,,,,6.5
P9264b6e63a,,25.3,11.2,8.5,9.75,,,,,,,,26.0,,,,,,,,,4.25
P9260f65add,,26.74,5.8,8.25,8.5,11.52,44.0,2.9,18,0.444,21,0.667,20.25,25,0.6,,,25,0.52,3.15,35.5,6.25
Pbd6175d1ad,,24.25,6.45,9.0,9.75,11.01,35.5,3.04,18,0.667,33,0.667,27.0,25,0.76,,,25,0.64,3.27,32.5,5.25
Pa307fde308,,23.95,5.4,8.0,9.0,11.0,37.5,3.19,18,0.556,22,0.591,23.5,25,0.48,,,25,0.52,3.12,33.5,2.0
P3ea09a4d42,,22.62,5.95,9.0,8.5,11.48,29.0,3.2,18,0.722,22,0.727,25.25,25,0.44,,,25,0.44,3.4,26.0,2.75
P1ea9c7c88d,9.0,25.63,5.8,8.5,9.5,11.15,35.5,3.02,,,,,25.25,,,,,,,3.18,27.5,4.5
P58604dcdcf,16.0,29.19,11.5,8.75,10.0,11.81,33.5,2.94,18,0.444,32,0.375,26.25,,,25,0.52,25,0.52,3.27,29.0,9.0
P4ec4ee54f1,,26.02,6.1,8.5,9.0,,,,,,,,25.25,,,,,,,,,5.5
P24e5e8b7dc,,21.79,7.6,8.75,8.75,11.32,34.5,2.96,18,0.556,34,0.618,24.5,,,25,0.76,25,0.48,3.26,29.5,3.75
Pa466887b08,,26.28,6.5,8.25,9.0,10.81,43.5,2.87,,,,,21.0,,,,,,,3.25,37.5,5.5
Pbfe4edf289,,22.35,7.5,9.0,8.25,11.88,38.0,2.94,,,,,25.5,,,,,,,3.2,33.5,3.5
P25bfc6427b,,25.31,6.55,8.75,10.5,11.35,37.0,3.12,18,0.5,31,0.581,24.75,25,0.44,,,25,0.6,3.2,36.0,5.5
Pd856e50561,,22.29,5.7,8.75,9.0,,,,,,,,23.0,,,,,,,,,4.0
Pfd95ad31d4,,22.91,7.1,8.25,9.25,11.35,39.5,2.82,18,0.667,22,0.682,22.0,25,0.76,,,25,0.68,3.24,33.0,1.25
P55d1c5e102,,22.21,7.55,8.5,9.25,,,,,,,,23.25,,,,,,,,,4.25
P4b59f5fe56,,21.65,6.05,8.75,9.5,11.15,36.5,3.09,,,,,26.75,,,,,,,3.33,32.0,3.25
Pf20205fffb,,21.3,4.7,8.75,8.75,11.01,38.0,2.97,18,0.667,20,0.65,23.25,25,0.56,,,25,0.52,3.3,30.0,4.75
P521ea871d2,,26.16,10.05,9.25,9.25,11.64,31.0,3.17,18,0.667,30,0.733,24.25,25,0.8,,,25,0.8,3.49,25.0,3.25
Pe2eac4ddf4,,26.27,8.55,9.0,8.0,11.65,33.5,3.0,18,0.5,33,0.576,27.5,25,0.6,,,25,0.32,3.5,27.5,5.75
P22b18d36a6,,21.91,4.3,7.75,8.75,10.82,39.5,2.69,18,0.778,35,0.8,24.5,25,0.56,,,25,0.56,3.15,33.5,5.75
P55f0d03e7b,,23.6,3.95,8.75,9.5,11.57,38.5,3.17,18,0.389,21,0.524,25.5,25,0.6,,,25,0.56,3.23,31.5,6.0
P88f4dbf943,,23.67,5.8,9.25,10.25,,,,,,,,27.25,,,,,,,,,2.5
Pc5a8d9d1d6,,25.12,6.45,9.0,8.5,10.96,36.0,2.8,18,0.611,34,0.529,23.5,25,0.52,,,25,0.32,3.24,34.0,5.0
P9c2d575f48,,21.11,4.85,9.25,9.5,11.27,32.0,2.9,18,0.444,29,0.621,27.25,25,0.52,,,25,0.56,3.46,31.5,6.5
P6f92e02de4,,23.82,7.0,8.75,10.0,10.56,38.0,3.25,18,0.722,28,0.643,24.75,25,0.68,,,25,0.56,3.33,33.0,7.25
Pa7cb2c7354,,28.1,7.3,9.0,9.25,,,,,,,,24.75,,,,,,,,,6.25
P85fbcb1dce,,24.74,5.2,9.25,10.0,11.25,36.5,3.09,18,0.278,32,0.469,27.25,25,0.56,,,25,0.48,3.41,30.5,7.0
Pfa4c05beee,,27.26,12.85,8.5,7.75,12.02,29.5,3.22,,,,,27.5,,,,,,,3.5,27.0,5.75
P204a101867,,27.32,,9.5,10.25,,,,,,,,28.5,,,,,,,,,7.5
Pa34ab286f7,6.0,25.58,10.6,8.0,8.75,10.75,32.0,2.92,18,0.667,39,0.667,22.25,,,25,0.8,25,0.56,3.27,24.5,0.75
P0edb7d3b99,,22.19,5.2,7.5,7.5,10.8,38.0,2.88,,,,,19.75,,,,,,,3.2,32.5,5.25
Pa8fc4b7ad7,,23.26,6.0,8.75,9.0,11.52,34.5,3.03,18,0.833,32,0.688,23.5,25,0.84,,,25,0.6,3.5,29.0,3.0
P88064c1c05,,25.61,9.2,8.5,9.75,10.51,32.0,3.22,,,,,26.0,,,,,,,3.46,27.0,6.75
Pf8b83ac1f0,,26.07,9.25,8.5,8.75,11.65,35.5,3.21,18,0.556,17,0.706,24.75,25,0.68,,,25,0.48,3.34,27.5,5.5
P251ed0e7a3,,25.33,10.0,8.25,9.25,10.72,36.0,3.08,18,0.667,32,0.594,24.25,25,0.64,,,25,0.68,3.35,30.0,2.5
Pe40a7b9665,,26.18,15.25,8.25,9.5,11.35,35.5,3.04,18,0.667,32,0.844,21.75,25,0.72,,,25,0.76,3.48,28.5,3.5
Pb3a7a6f86b,,24.32,11.15,9.0,9.0,12.08,31.0,3.16,,,,,26.25,,,,,,,3.43,26.0,5.0
P3f77f707c0,10.0,27.35,8.9,8.5,10.0,11.5,40.5,3.09,12,0.417,34,0.794,24.25,25,0.64,,,25,0.6,3.15,32.5,6.0
P0af0ac79ae,4.0,25.03,7.4,9.5,10.5,11.82,35.5,3.0,,,,,28.5,,,,,,,3.21,31.5,8.25
P2a1ab2724b,7.0,25.38,6.4,8.5,8.75,11.24,35.5,2.98,18,0.667,35,0.714,26.5,,,25,0.6,25,0.56,3.15,33.0,8.25
Pd808e1b5f8,11.0,27.36,5.4,9.5,10.0,12.52,32.5,3.48,,,,,30.0,,,,,,,3.44,29.5,9.75
P1e22570fac,,26.68,6.8,9.25,9.5,,,,,,,,29.25,,,,,,,,,8.0
P95ea622240,5.0,24.95,11.9,9.25,9.75,11.62,31.0,3.08,18,0.667,36,0.528,27.5,25,0.56,,,25,0.52,3.44,23.5,4.5
P86ef73625c,8.0,26.45,7.9,8.75,10.0,11.7,36.5,3.22,,,,,26.75,,,,,,,3.22,30.0,5.25
P551a484de7,16.0,25.19,5.4,9.25,9.5,10.63,38.0,2.83,18,0.444,38,0.605,25.5,25,0.32,,,25,0.4,3.21,31.5,4.75
Pc5ec91aab0,,20.01,5.4,9.25,10.5,,,,,,,,30.5,,,,,,,,,8.0
P2e6be7d23b,5.0,26.49,12.0,9.5,9.5,11.79,27.5,2.99,24,0.5,35,0.543,31.25,,,25,0.72,25,0.52,3.44,24.5,7.75
Pf3d3c05896,11.0,29.14,11.0,9.0,9.25,10.95,33.5,2.85,18,0.5,36,0.611,26.25,,,25,0.4,25,0.76,3.38,28.0,7.75
Pc32fe4a167,16.0,26.11,7.5,8.25,9.25,11.14,37.5,3.24,24,0.375,38,0.632,23.5,,,25,0.8,25,0.72,3.21,31.0,1.0
P74d19df6a2,7.0,26.23,9.4,9.5,10.25,11.42,33.0,3.12,,,,,31.0,,,,,,,3.37,25.5,8.5
Pe6fe5c747b,,24.13,8.9,8.75,9.25,,,,,,,,28.75,,,,,,,,,2.75
P49d50fc2b5,15.0,24.58,5.4,9.0,10.0,11.66,37.5,3.27,24,0.458,33,0.636,26.25,,,25,0.56,25,0.64,3.27,33.0,3.0
P8ecb19c544,1.0,23.82,4.45,8.75,9.0,10.53,40.5,3.14,,,,,26.75,,,,,,,3.1,32.5,7.25
P1804943702,8.0,22.82,4.7,8.5,9.25,10.55,36.0,2.98,18,0.611,36,0.556,24.5,,,25,0.52,25,0.64,3.16,30.5,2.25
Pd59c0506ca,13.0,24.65,5.3,8.5,9.25,11.18,38.0,3.03,18,0.722,37,0.703,23.5,,,25,0.6,25,0.76,3.13,31.5,4.5
P0d567b6867,9.0,23.63,6.1,8.5,9.5,10.84,39.0,2.98,18,0.556,37,0.676,23.75,,,25,0.52,25,0.4,3.15,34.0,5.75
P16938f3fa9,1.0,26.01,9.1,8.0,7.75,11.34,33.5,3.26,,,,,24.25,,,,,,,3.21,27.5,6.75
P54d4de841c,,21.58,5.8,8.5,10.0,11.16,38.0,3.22,,,,,25.5,,,,,,,3.32,28.5,3.25
P6f43cf2ee3,,21.77,4.5,8.5,8.5,,,,,,,,26.0,,,,,,,,,4.5
P3e0fd9667f,5.0,24.71,5.2,9.5,10.75,11.08,32.5,3.0,,,,,28.25,,,,,,,3.34,27.0,6.0
P4396f0664b,11.0,26.13,7.7,8.75,9.75,12.31,37.0,3.31,18,0.611,24,0.542,25.75,,,,,25,0.44,3.36,31.5,5.25
P38e6db5ca1,9.0,25.88,6.7,8.25,9.0,10.94,42.0,2.7,,,,,24.0,,,,,,,3.14,34.5,5.5
P71b16faf7a,,23.57,6.6,8.0,8.75,,,,,,,,22.0,,,,,,,,,0.75
P032d23c9d9,12.0,24.45,9.4,8.5,9.5,10.72,34.0,2.98,,,,,27.5,,,,,,,3.25,27.0,4.25
Pcc7ddb9ab9,6.0,23.96,6.8,8.5,9.5,11.55,34.5,3.27,,,,,26.25,,,,,,,3.27,29.0,2.25
P63f00af37c,1.0,23.47,13.6,8.75,8.75,11.68,33.5,2.81,24,0.458,35,0.771,27.25,,,25,0.76,25,0.72,3.46,29.5,3.75
P5351e63d76,15.0,26.33,4.3,8.0,9.25,11.41,41.0,3.09,18,0.778,35,0.571,23.0,,,25,0.72,25,0.56,3.18,34.0,4.25
Pdb3bcb3fc8,10.0,27.7,5.9,8.5,9.5,11.53,40.5,3.07,,,,,23.75,,,,,,,3.01,36.5,8.75
Pa76a1ce248,8.0,22.95,6.9,8.25,8.75,11.0,33.5,3.2,18,0.889,34,0.765,23.25,,,25,0.68,25,0.6,3.19,28.0,2.75
Pdb78b3595b,,26.33,,9.0,9.5,,,,,,,,28.25,,,,,,,,,8.25
P0ca52587ca,8.0,25.05,11.4,8.0,9.25,12.4,33.0,3.25,24,0.5,37,0.703,21.5,,,25,0.76,25,0.8,3.53,27.0,-1.5
Pc4f84bc197,19.0,28.44,5.5,8.75,9.5,10.58,40.5,3.07,,,,,24.75,,,,,,,3.16,35.0,4.5
P2c3a1eb46b,,23.94,7.8,8.75,9.75,11.8,30.5,3.31,,,,,29.5,,,,,,,3.46,26.0,5.0
P9d178fdf5d,,25.97,8.8,8.75,10.0,,,,,,,,25.75,,,,,,,,,3.5
Pf781dda14b,3.0,23.68,6.8,8.75,9.0,12.68,32.5,3.23,,,,,28.25,,,,,,,3.35,28.5,4.75
P27a35575e9,12.0,24.77,6.5,9.25,9.5,11.37,36.0,3.21,,,,,25.5,,,,,,,3.34,28.5,7.5
Pea59b43adb,10.0,21.36,3.2,9.25,10.25,12.85,41.5,3.61,,,,,27.0,,,25,0.52,,,3.23,35.5,5.75
Pfaef4e4fa0,3.0,20.63,5.0,8.5,9.5,11.15,38.5,2.98,18,0.667,34,0.5,23.75,,,25,0.6,25,0.6,3.18,30.5,2.75
P2acab9acdb,,21.47,8.3,8.25,9.0,,,,,,,,26.5,,,,,,,,,5.0
P10187f6389,15.0,26.1,7.8,8.75,8.75,11.48,30.5,3.03,24,0.542,39,0.59,27.5,,,25,0.64,25,0.48,3.36,27.0,6.5
P5da3d9ffcd,8.0,24.93,6.75,9.0,10.75,11.48,34.0,3.07,,,,,25.5,,,,,,,3.18,27.0,1.5
Pcac223d7f8,9.0,26.3,5.8,8.0,8.5,11.28,32.5,3.12,18,0.611,39,0.821,24.0,,,,,25,0.68,3.29,26.0,3.5
Pb5f59c2405,11.0,25.61,10.9,9.0,10.5,,,,,,,,26.0,,,,,,,,,0.5
Pa79b34cca8,10.0,23.56,6.2,8.25,8.5,10.84,36.5,2.92,18,0.444,33,0.697,26.25,,,25,0.56,25,0.56,3.08,31.0,4.25
Pba3a4faeb9,10.0,24.75,5.6,8.75,9.25,10.42,34.5,3.08,,,,,25.5,,,,,,,3.19,27.5,5.75
P459acdec33,,25.27,6.4,9.25,10.25,,,,,,,,28.75,,,,,,,,,6.25
Pdb9cad4004,,24.75,5.55,8.25,10.0,10.31,40.5,3.04,,,,,22.0,,,,,,,3.15,32.5,4.25
P4f854a47d9,0.0,20.87,5.0,9.25,9.5,12.48,35.0,3.48,12,0.333,30,0.5,29.0,25,0.52,,,25,0.52,3.21,29.5,5.25
P6786e0dd88,11.0,25.05,5.35,9.0,8.5,11.2,35.0,3.28,12,0.417,31,0.484,27.25,25,0.8,,,25,0.56,3.17,30.5,8.0
P71e4b2b4d3,9.0,23.74,4.0,8.5,9.25,11.04,37.5,2.87,22,0.727,,,25.0,25,0.72,,,25,0.72,3.07,32.0,4.0
P4a4f2b1371,1.0,22.96,6.5,8.5,9.75,10.98,35.5,3.21,,,11,0.545,24.75,,,,,,,3.26,32.0,3.75
P57ab80ef44,,25.96,5.9,9.0,9.75,,,,,,,,26.25,,,,,,,,,4.25
Pe581c6d22f,17.0,24.0,3.75,8.5,8.5,11.11,38.0,3.44,,,,,23.0,,,,,,,3.2,32.5,5.5
Pcabff956fe,5.0,24.19,7.05,9.0,9.75,11.51,33.0,3.29,,,,,27.25,,,,,,,3.33,26.0,4.5
P9f769e6678,7.0,26.17,6.7,8.25,9.25,10.59,37.0,3.11,,,,,23.0,,,,,,,3.15,29.0,3.0
P4ebe015218,0.0,24.85,6.5,8.5,9.75,11.89,31.5,3.4,12,0.5,29,0.69,25.0,25,0.76,,,25,0.8,3.17,25.0,5.25
P15b5ca7021,14.0,26.42,4.15,9.25,8.5,11.04,36.5,3.05,12,0.583,31,0.71,22.75,25,0.68,,,25,0.72,3.18,29.0,4.0
P6f990ff013,,27.1,7.85,8.5,9.0,,,,,,,,28.25,,,,,,,,,7.75
P58e5b2eaa8,12.0,24.74,5.0,8.25,9.0,10.72,42.0,3.12,12,0.75,29,0.483,22.0,25,0.92,,,25,0.6,3.11,34.5,2.5
Pa08fe4841f,6.0,24.86,5.2,8.75,10.0,10.93,41.5,3.09,,,,,24.0,,,,,,,3.18,34.0,6.75
P14a01dedf9,14.0,28.0,5.5,8.75,9.0,10.53,34.0,2.82,12,0.583,33,0.636,23.75,25,0.84,,,24,0.625,3.22,28.5,7.25
Pbe6b6d05a9,8.0,24.13,6.5,9.0,9.25,11.11,35.5,3.14,,,,,26.25,,,,,,,3.2,28.0,5.0
P5cd98708f1,13.0,25.55,5.4,9.25,10.0,11.29,33.5,3.05,,,31,0.71,29.25,,,,,,,3.21,29.5,6.5
Pb53e68dfee,0.0,23.81,7.9,9.5,9.5,11.24,40.5,3.08,,,,,28.5,,,,,,,3.08,31.0,9.25
P50c2524b85,,21.62,3.0,9.0,9.0,,,,,,,,27.5,,,,,,,,,7.0
P15b4774186,14.0,25.1,4.8,8.5,9.5,11.28,37.0,3.15,12,0.5,35,0.657,23.75,25,0.52,,,25,0.6,3.21,31.0,6.0
P1597c7370a,6.0,24.96,8.45,8.5,10.0,10.95,31.0,3.16,24,0.708,34,0.735,25.75,25,0.76,,,25,0.76,3.27,25.0,3.5
Pb0f44d6b69,6.0,23.48,5.1,8.0,8.25,10.73,41.5,3.03,12,0.5,32,0.688,23.5,,,25,0.68,25,0.6,3.12,33.0,4.0
