pid,txt_athlete,txt_athlete_per1k,txt_breakout,txt_breakout_per1k,txt_character,txt_character_per1k,txt_defender,txt_defender_per1k,txt_exists,txt_hype,txt_hype_per1k,txt_injury,txt_injury_per1k,txt_left,txt_left_per1k,txt_national,txt_national_per1k,txt_nba_family,txt_nba_family_per1k,txt_negative,txt_negative_per1k,txt_playmaker,txt_playmaker_per1k,txt_positive,txt_positive_per1k,txt_prep,txt_prep_per1k,txt_pro_family,txt_pro_family_per1k,txt_projected_pick,txt_refs,txt_sections,txt_shooter,txt_shooter_per1k,txt_size,txt_size_bytes,txt_size_per1k,txt_tone,txt_transfer,txt_transfer_per1k,txt_words
P55d017c927,3,1.775,0,0.0,0,0.0,9,5.325,1,24,14.201,0,0.0,0,0.0,2,1.183,0,0.0,0,0.0,0,0.0,12,7.101,0,0.0,0,0.0,,41,11,4,2.367,1,22698,0.592,0.8,1,0.592,1690
P55d1c5e102,1,0.412,0,0.0,0,0.0,7,2.881,1,11,4.527,20,8.23,0,0.0,0,0.0,0,0.0,2,0.823,10,4.115,11,4.527,0,0.0,1,0.412,,145,9,8,3.292,0,54289,0.0,0.562,0,0.0,2430
P5635d18ecc,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P563df84956,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5656ae84e7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P56746fa0a3,0,0.0,0,0.0,0,0.0,5,19.455,1,2,7.782,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,6,4,0,0.0,0,4742,0.0,0.0,0,0.0,257
P5698276a02,0,0.0,0,0.0,0,0.0,0,0.0,1,3,5.871,0,0.0,0,0.0,4,7.828,0,0.0,0,0.0,2,3.914,3,5.871,0,0.0,1,1.957,,16,8,2,3.914,0,9782,0.0,0.5,0,0.0,511
P5699f03b57,0,0.0,0,0.0,0,0.0,1,3.215,1,3,9.646,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.215,1,3.215,0,0.0,,14,4,1,3.215,0,6991,0.0,0.25,1,3.215,311
P56b91ee390,0,0.0,0,0.0,0,0.0,0,0.0,1,4,11.331,0,0.0,0,0.0,20,56.657,0,0.0,0,0.0,0,0.0,3,8.499,0,0.0,0,0.0,,4,8,3,8.499,0,4682,0.0,0.5,0,0.0,353
P56bb4beeed,0,0.0,0,0.0,0,0.0,0,0.0,1,1,16.949,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,1,0,0.0,0,627,0.0,0.0,0,0.0,59
P56d107e80a,0,0.0,0,0.0,0,0.0,1,2.283,1,1,2.283,4,9.132,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,13.699,0,0.0,0,0.0,,0,2,0,0.0,0,3826,0.0,0.667,1,2.283,438
P5705590403,0,0.0,0,0.0,0,0.0,0,0.0,1,3,8.475,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.825,0,0.0,0,0.0,,10,8,1,2.825,0,7257,0.0,0.25,1,2.825,354
P570dcb4282,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5713a8b541,1,1.019,0,0.0,0,0.0,3,3.058,1,24,24.465,0,0.0,0,0.0,1,1.019,0,0.0,0,0.0,1,1.019,13,13.252,1,1.019,0,0.0,,41,9,1,1.019,1,16711,1.019,0.812,1,1.019,981
P572a4194e6,0,0.0,0,0.0,0,0.0,0,0.0,1,3,16.575,0,0.0,0,0.0,1,5.525,0,0.0,0,0.0,0,0.0,1,5.525,0,0.0,0,0.0,,0,0,0,0.0,0,1286,0.0,0.25,0,0.0,181
P574724b2cd,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P575f19a655,0,0.0,0,0.0,0,0.0,2,2.574,1,7,9.009,2,2.574,0,0.0,4,5.148,0,0.0,2,2.574,2,2.574,4,5.148,0,0.0,1,1.287,,15,7,1,1.287,0,10481,0.0,0.222,1,1.287,777
P57703dc960,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.263,1,5.263,0,0.0,0,0.0,,4,2,0,0.0,0,3184,0.0,0.25,0,0.0,190
P57802757ed,1,1.739,1,1.739,0,0.0,0,0.0,1,1,1.739,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.739,3,5.217,0,0.0,0,0.0,,1,5,3,5.217,0,4611,0.0,0.5,0,0.0,575
P57a6e7dc53,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P57ab80ef44,2,1.481,0,0.0,0,0.0,7,5.185,1,15,11.111,1,0.741,0,0.0,0,0.0,0,0.0,1,0.741,5,3.704,22,16.296,1,5.926,0,0.0,,67,10,1,0.741,0,23724,0.0,0.808,1,1.481,1350
P581e368d46,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.786,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.571,0,0.0,0,0.0,,14,4,1,2.786,0,4640,0.0,0.4,0,0.0,359
P58407301c7,0,0.0,0,0.0,0,0.0,0,0.0,1,1,5.495,0,0.0,0,0.0,6,32.967,0,0.0,0,0.0,0,0.0,1,5.495,0,0.0,1,5.495,,7,5,0,0.0,0,4497,0.0,0.25,0,0.0,182
P5849f19551,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.591,0,0.0,0,0.0,7,18.135,0,0.0,0,0.0,0,0.0,3,7.772,0,0.0,0,0.0,,1,10,2,5.181,0,4882,0.0,0.5,0,0.0,386
P5895ae6315,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P58e5b2eaa8,0,0.0,0,0.0,0,0.0,0,0.0,1,3,4.975,3,4.975,0,0.0,0,0.0,0,0.0,1,1.658,5,8.292,2,3.317,0,0.0,0,0.0,,11,4,2,3.317,0,7905,0.0,0.167,0,0.0,603
P5969d3ea2a,0,0.0,0,0.0,2,3.008,0,0.0,1,2,3.008,0,0.0,0,0.0,11,16.541,0,0.0,2,3.008,0,0.0,3,4.511,0,0.0,0,0.0,,24,7,0,0.0,0,8616,0.0,0.125,0,0.0,665
P597d181897,2,2.387,2,2.387,0,0.0,2,2.387,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.58,11,13.126,0,0.0,0,0.0,,6,5,13,15.513,0,7179,0.0,0.786,0,0.0,838
P59cd2b2d22,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5a591d3e24,2,3.15,0,0.0,0,0.0,2,3.15,1,7,11.024,0,0.0,0,0.0,7,11.024,0,0.0,1,1.575,2,3.15,2,3.15,0,0.0,1,1.575,1,17,5,0,0.0,0,12019,0.0,0.167,1,1.575,635
P5afd5b991d,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5be180758a,0,0.0,0,0.0,0,0.0,3,3.741,1,1,1.247,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.494,4,4.988,0,0.0,0,0.0,,12,7,5,6.234,0,9351,0.0,0.571,0,0.0,802
P5c0fad1503,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5c11762ec9,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.975,0,0.0,0,0.0,,4,6,1,4.975,0,4164,0.0,0.25,0,0.0,201
P5c19a79a93,4,1.867,1,0.467,0,0.0,7,3.268,1,19,8.87,1,0.467,0,0.0,2,0.934,0,0.0,4,1.867,13,6.069,20,9.337,0,0.0,0,0.0,,11,12,3,1.401,0,17887,0.0,0.593,1,0.934,2142
P5cba6e4b4b,0,0.0,0,0.0,0,0.0,1,3.215,1,1,3.215,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.215,2,6.431,0,0.0,0,0.0,,9,7,1,3.215,0,6917,0.0,0.4,0,0.0,311
P5cd98708f1,0,0.0,0,0.0,0,0.0,6,10.526,1,1,1.754,0,0.0,0,0.0,15,26.316,0,0.0,1,1.754,2,3.509,3,5.263,1,10.526,0,0.0,,11,7,2,3.509,0,8311,0.0,0.286,0,0.0,570
P5d0988f1e1,1,2.075,1,2.075,0,0.0,0,0.0,1,2,4.149,0,0.0,0,0.0,0,0.0,0,0.0,1,2.075,1,2.075,5,10.373,0,0.0,0,0.0,,6,3,2,4.149,0,6538,0.0,0.444,0,0.0,482
P5da3d9ffcd,1,0.479,1,0.479,3,1.437,3,1.437,1,7,3.352,1,0.479,0,0.0,5,2.395,0,0.0,0,0.0,2,0.958,3,1.437,0,0.0,0,0.0,,79,8,9,4.31,0,36250,0.0,0.5,0,0.0,2088
P5e4491e5c3,0,0.0,0,0.0,0,0.0,0,0.0,1,5,40.323,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,8.065,0,0.0,0,0.0,0,0.0,,0,0,0,0.0,0,934,0.0,0.0,0,0.0,124
P5e4a09f56c,1,2.252,0,0.0,1,2.252,1,2.252,1,2,4.505,1,2.252,0,0.0,0,0.0,0,0.0,1,2.252,3,6.757,3,6.757,0,0.0,0,0.0,,7,5,2,4.505,0,6348,0.0,0.286,0,0.0,444
P5e4e4a8cf1,0,0.0,0,0.0,0,0.0,0,0.0,1,10,7.53,0,0.0,0,0.0,0,0.0,0,0.0,1,0.753,0,0.0,7,5.271,0,0.0,0,0.0,,19,9,1,0.753,0,12779,0.0,0.545,0,0.0,1328
P5e50445e82,0,0.0,2,1.324,2,1.324,5,3.309,1,14,9.265,1,0.662,0,0.0,0,0.0,0,0.0,2,1.324,6,3.971,14,9.265,0,0.0,1,0.662,,36,13,1,0.662,0,20513,0.0,0.632,0,0.0,1511
P5e60e1df8d,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5e97ce9bc9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5ea12f1777,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5ea8063b82,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P5f07dfebd6,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,4,17.467,0,0.0,0,0.0,1,4.367,3,13.1,0,0.0,0,0.0,,8,4,2,8.734,0,3539,0.0,0.5,0,0.0,229
P5f230da818,2,4.831,3,7.246,0,0.0,0,0.0,1,2,4.831,2,4.831,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,14.493,0,0.0,0,0.0,,10,4,0,0.0,0,6791,0.0,0.667,0,0.0,414
P5f6276e4dd,0,0.0,0,0.0,0,0.0,0,0.0,1,4,15.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,11.719,0,0.0,0,0.0,,4,2,0,0.0,0,4455,0.0,0.5,0,0.0,256
P5f9ce00466,0,0.0,0,0.0,0,0.0,4,5.362,1,1,1.34,0,0.0,0,0.0,6,8.043,0,0.0,2,2.681,9,12.064,4,5.362,0,0.0,1,2.681,,18,10,3,4.021,0,11344,0.0,0.222,1,2.681,746
P5fe334203a,1,1.672,0,0.0,0,0.0,4,6.689,1,2,3.344,1,1.672,0,0.0,0,0.0,0,0.0,0,0.0,2,3.344,4,6.689,0,0.0,0,0.0,,15,9,2,3.344,0,9676,0.0,0.571,1,1.672,598
P5ff9cbca0f,0,0.0,1,1.721,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,20,34.423,0,0.0,0,0.0,3,5.164,4,6.885,0,0.0,0,0.0,,20,4,3,5.164,0,9557,0.0,0.571,0,0.0,581
P6031807405,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P60425a0c89,1,3.195,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,12.78,0,0.0,0,0.0,,2,4,0,0.0,0,3099,0.0,0.571,0,0.0,313
P606c98790a,0,0.0,0,0.0,0,0.0,3,5.111,1,0,0.0,2,3.407,0,0.0,0,0.0,0,0.0,1,1.704,6,10.221,3,5.111,0,0.0,1,5.111,,16,7,1,1.704,0,10179,0.0,0.286,0,0.0,587
P60da7b4537,3,2.562,0,0.0,0,0.0,3,2.562,1,15,12.81,2,1.708,0,0.0,2,1.708,1,0.854,0,0.0,0,0.0,7,5.978,0,0.0,1,4.27,,41,9,2,1.708,0,25459,0.0,0.7,0,0.0,1171
P61624e71c6,1,8.065,0,0.0,4,32.258,1,8.065,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,1,0,0.0,0,1053,0.0,0.0,0,0.0,124
P6187cee451,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,3,10.989,0,0.0,0,0.0,0,0.0,1,3.663,1,3.663,1,3.663,0,0.0,0,0.0,,10,6,0,0.0,0,6437,0.0,0.0,0,0.0,273
P61add2364f,0,0.0,5,5.587,0,0.0,2,2.235,1,3,3.352,0,0.0,0,0.0,29,32.402,0,0.0,0,0.0,3,3.352,5,5.587,0,0.0,0,0.0,,10,12,3,3.352,0,10712,0.0,0.625,0,0.0,895
P61afdc25a4,2,1.35,1,0.675,1,0.675,1,0.675,1,32,21.592,1,0.675,0,0.0,9,6.073,0,0.0,0,0.0,13,8.772,13,8.772,1,7.422,1,2.024,,48,10,1,0.675,0,27537,0.0,0.812,1,1.35,1482
P61d8f8df57,0,0.0,0,0.0,0,0.0,2,3.899,1,2,3.899,1,1.949,0,0.0,0,0.0,0,0.0,0,0.0,3,5.848,3,5.848,0,0.0,0,0.0,,13,6,8,15.595,0,9146,0.0,0.5,0,0.0,513
P620501ed0d,1,0.511,2,1.022,2,1.022,8,4.09,1,6,3.067,0,0.0,0,0.0,16,8.18,0,0.0,2,1.022,13,6.646,17,8.691,0,0.0,1,0.511,,71,9,3,1.534,0,31325,0.0,0.682,0,0.0,1956
P620c88aaa1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P622332ff90,0,0.0,0,0.0,0,0.0,0,0.0,1,6,12.422,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,12.422,8,16.563,0,0.0,0,0.0,,13,2,1,2.07,0,8100,0.0,0.727,0,0.0,483
P6232d5a44f,0,0.0,0,0.0,0,0.0,7,7.353,1,4,4.202,1,1.05,0,0.0,0,0.0,0,0.0,1,1.05,1,1.05,13,13.655,0,0.0,1,1.05,,39,8,3,3.151,0,20587,0.0,0.706,0,0.0,952
P624b2b5afe,0,0.0,1,0.986,0,0.0,1,0.986,1,2,1.972,4,3.945,0,0.0,7,6.903,0,0.0,0,0.0,2,1.972,3,2.959,1,4.931,0,0.0,,23,7,4,3.945,0,13880,0.0,0.5,0,0.0,1014
P624e80554f,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6258e82584,8,1.468,1,0.184,3,0.551,14,2.569,1,49,8.992,0,0.0,0,0.0,2,0.367,1,0.367,0,0.0,47,8.625,59,10.828,1,0.367,1,0.367,,249,14,11,2.019,0,98578,0.0,0.952,1,0.367,5449
P625909539a,1,5.376,1,5.376,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,1,5.376,0,0.0,0,0.0,1,5.376,1,21.505,1,10.753,,8,3,1,5.376,0,4160,0.0,0.25,0,0.0,186
P6292223fd6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6294004747,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P629d2ef8de,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.215,0,0.0,3,9.646,0,0.0,0,0.0,,10,6,0,0.0,0,6211,0.0,0.286,0,0.0,311
P62fd3b7dd9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P63014948f5,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.74,0,0.0,0,0.0,,11,6,1,2.74,0,7330,0.0,0.25,0,0.0,365
P63236d3a70,1,1.616,1,1.616,0,0.0,2,3.231,1,8,12.924,0,0.0,0,0.0,4,6.462,0,0.0,0,0.0,5,8.078,1,1.616,0,0.0,0,0.0,,14,8,3,4.847,0,10075,0.0,0.25,0,0.0,619
P6336d0d324,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P634aaac9d4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P63a21fbef6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P63f00af37c,0,0.0,0,0.0,0,0.0,2,10.152,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,5,2,0,0.0,0,3049,0.0,0.0,0,0.0,197
P641ed83c9a,0,0.0,1,1.145,0,0.0,4,4.582,1,3,3.436,6,6.873,0,0.0,0,0.0,0,0.0,1,1.145,6,6.873,3,3.436,0,0.0,1,2.291,,18,6,4,4.582,0,11509,0.0,0.286,1,1.145,873
P641f1ca8a3,0,0.0,0,0.0,0,0.0,2,18.692,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9.346,0,0.0,0,0.0,0,0.0,,0,1,0,0.0,0,676,0.0,0.0,0,0.0,107
P64263ced9d,1,0.882,0,0.0,0,0.0,2,1.764,1,21,18.519,0,0.0,0,0.0,22,19.4,1,0.882,0,0.0,5,4.409,8,7.055,1,2.646,1,0.882,,45,13,5,4.409,0,21410,0.0,0.727,1,0.882,1134
P648b9117f8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P64adb31e4d,0,0.0,0,0.0,0,0.0,1,2.469,1,0,0.0,0,0.0,0,0.0,11,27.16,0,0.0,0,0.0,0,0.0,1,2.469,0,0.0,0,0.0,,7,4,0,0.0,0,5328,0.0,0.25,0,0.0,405
P64b1bc7766,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6525188e53,0,0.0,0,0.0,0,0.0,0,0.0,1,1,2.899,1,2.899,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.899,0,0.0,0,0.0,,2,4,1,2.899,0,3548,0.0,0.25,0,0.0,345
P6547eb6540,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P655613d84a,1,1.748,1,1.748,0,0.0,0,0.0,1,0,0.0,2,3.497,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.748,0,0.0,1,1.748,,28,5,0,0.0,0,7733,0.0,0.25,1,1.748,572
P6565076e45,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P659b205e3c,3,1.451,3,1.451,8,3.87,2,0.968,1,13,6.289,4,1.935,0,0.0,0,0.0,0,0.0,1,0.484,4,1.935,14,6.773,0,0.0,1,1.451,,84,15,9,4.354,0,40967,0.0,0.722,1,1.451,2067
P65b97df144,0,0.0,0,0.0,0,0.0,2,3.968,1,5,9.921,1,1.984,0,0.0,12,23.81,1,1.984,0,0.0,1,1.984,1,1.984,1,7.937,1,3.968,,28,6,0,0.0,0,15116,0.0,0.25,0,0.0,504
P65db320efe,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P664a2ede66,0,0.0,0,0.0,0,0.0,3,3.58,1,14,16.706,0,0.0,0,0.0,0,0.0,0,0.0,1,1.193,3,3.58,5,5.967,0,0.0,1,2.387,,30,9,5,5.967,0,16961,0.0,0.444,0,0.0,838
P6680e3073f,0,0.0,1,1.517,0,0.0,6,9.105,1,10,15.175,1,1.517,0,0.0,0,0.0,0,0.0,0,0.0,1,1.517,8,12.14,0,0.0,1,4.552,,18,8,1,1.517,0,11378,0.0,0.727,0,0.0,659
P675a30c147,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6786e0dd88,0,0.0,0,0.0,0,0.0,1,1.623,1,2,3.247,4,6.494,0,0.0,0,0.0,0,0.0,1,1.623,0,0.0,2,3.247,0,0.0,0,0.0,,11,5,0,0.0,0,8932,0.0,0.167,0,0.0,616
P679159f4f1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P679974836f,0,0.0,0,0.0,0,0.0,1,2.994,1,4,11.976,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.988,2,5.988,0,0.0,1,5.988,,9,5,1,2.994,0,6154,0.0,0.4,1,2.994,334
P67b7122a99,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P67cf99c3eb,0,0.0,0,0.0,0,0.0,0,0.0,1,1,3.185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.369,3,9.554,1,6.369,0,0.0,,4,4,1,3.185,0,4433,0.0,0.5,1,3.185,314
P67d2056db6,0,0.0,1,1.818,0,0.0,3,5.455,1,6,10.909,0,0.0,0,0.0,0,0.0,0,0.0,1,1.818,3,5.455,5,9.091,0,0.0,0,0.0,,9,9,0,0.0,0,6416,0.0,0.444,0,0.0,550
P67ee7c4408,2,14.388,0,0.0,0,0.0,2,14.388,1,1,7.194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,7.194,0,0.0,0,0.0,,0,1,0,0.0,0,880,0.0,0.25,0,0.0,139
P6876f611cb,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0,0,0.0,0,6394,0.0,0.0,0,0.0,1
P688b157768,0,0.0,0,0.0,1,2.392,1,2.392,1,5,11.962,3,7.177,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.392,0,0.0,0,0.0,,7,4,0,0.0,0,5352,0.0,0.25,0,0.0,418
P68ff50da96,0,0.0,0,0.0,0,0.0,2,7.843,1,6,23.529,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.922,1,15.686,0,0.0,,9,6,0,0.0,0,5069,0.0,0.25,0,0.0,255
P690d8b352a,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6950e00d3b,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.525,0,0.0,0,0.0,0,0.0,0,0.0,,0,1,0,0.0,0,1645,0.0,-0.25,0,0.0,181
P69549f38f2,1,1.613,1,1.613,1,1.613,0,0.0,1,1,1.613,0,0.0,0,0.0,3,4.839,0,0.0,1,1.613,0,0.0,3,4.839,1,3.226,0,0.0,,19,9,1,1.613,0,11380,0.0,0.286,0,0.0,620
P69d740b582,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P69e13b90fc,0,0.0,0,0.0,0,0.0,2,1.57,1,20,15.699,0,0.0,0,0.0,2,1.57,0,0.0,0,0.0,3,2.355,7,5.495,0,0.0,1,1.57,,23,8,7,5.495,0,15134,0.0,0.7,0,0.0,1274
P69f4c7679c,0,0.0,2,3.04,0,0.0,1,1.52,1,8,12.158,3,4.559,0,0.0,0,0.0,0,0.0,0,0.0,3,4.559,1,1.52,0,0.0,0,0.0,,13,6,6,9.119,0,10169,0.0,0.25,1,1.52,658
P6a22b03d03,2,3.2,0,0.0,0,0.0,0,0.0,1,8,12.8,2,3.2,0,0.0,0,0.0,0,0.0,0,0.0,4,6.4,11,17.6,0,0.0,0,0.0,,1,4,1,1.6,0,4537,0.0,0.786,0,0.0,625
P6a23d47737,0,0.0,0,0.0,0,0.0,0,0.0,1,4,9.39,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.347,0,0.0,0,0.0,,8,8,2,4.695,0,7205,0.0,0.25,0,0.0,426
P6a5f6ac2d8,0,0.0,0,0.0,0,0.0,2,6.78,1,6,20.339,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,10.169,2,6.78,0,0.0,0,0.0,,9,6,0,0.0,0,6598,0.0,0.4,0,0.0,295
P6ab3598ab0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,15.789,0,0.0,0,0.0,0,0.0,,4,2,1,5.263,0,3001,0.0,0.0,0,0.0,190
P6b0e9b0b2a,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6b4a74f110,0,0.0,0,0.0,0,0.0,0,0.0,1,3,6.369,1,2.123,0,0.0,0,0.0,0,0.0,0,0.0,4,8.493,4,8.493,0,0.0,0,0.0,,21,7,2,4.246,0,12684,0.0,0.571,0,0.0,471
P6c17983aad,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6c859977a5,0,0.0,0,0.0,0,0.0,0,0.0,1,1,4.762,0,0.0,0,0.0,0,0.0,1,4.762,0,0.0,0,0.0,0,0.0,0,0.0,1,9.524,,4,2,2,9.524,0,4537,0.0,0.0,0,0.0,210
P6cee28a4f3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6d3c0c239e,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6d4d3ba13b,0,0.0,0,0.0,0,0.0,0,0.0,1,6,24.194,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.065,0,0.0,0,0.0,,6,2,3,12.097,0,3645,0.0,0.4,0,0.0,248
P6dc3d3ca5e,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6ddd309f80,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1.789,0,0.0,0,0.0,11,19.678,0,0.0,0,0.0,2,3.578,2,3.578,0,0.0,0,0.0,,7,9,0,0.0,0,6238,0.0,0.4,0,0.0,559
P6dfb5df5c6,0,0.0,0,0.0,0,0.0,1,3.636,1,2,7.273,1,3.636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.636,0,0.0,0,0.0,,3,1,2,7.273,0,2545,0.0,0.25,0,0.0,275
P6e49424689,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6e6444ed0f,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P6e67770ba5,0,0.0,0,0.0,0,0.0,2,3.571,1,5,8.929,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.571,1,1.786,1,7.143,0,0.0,,9,7,2,3.571,0,9330,0.0,0.25,1,7.143,560
P6e7d02b021,1,0.759,0,0.0,0,0.0,4,3.037,1,32,24.298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,15.945,23,17.464,0,0.0,1,0.759,3,64,7,1,0.759,0,32774,0.0,0.885,1,0.759,1317
P6f1d3c64d2,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0.0,4,8.032,0,0.0,0,0.0,2,4.016,2,4.016,0,0.0,0,0.0,,7,7,2,4.016,0,6288,0.0,0.4,0,0.0,498
