pid,fiba_id,tid,comp_id,event_id,level,age_group,scope,division,year,date_start,date_end,games,minutes,age_at_tournament,team_finish,field_n_roster,field_n_qual,field_age_mean,field_age_sd,pts40,field_pts_mean,field_pts_sd,reb40,field_reb_mean,field_reb_sd,oreb40,field_oreb_mean,field_oreb_sd,dreb40,field_dreb_mean,field_dreb_sd,ast40,field_ast_mean,field_ast_sd,stl40,field_stl_mean,field_stl_sd,blk40,field_blk_mean,field_blk_sd,tov40,field_tov_mean,field_tov_sd,pir40,field_pir_mean,field_pir_sd,usage40,field_usage_mean,field_usage_sd,ts,field_ts_mean,field_ts_sd,efg,field_efg_mean,field_efg_sd,tpar,field_tpar_mean,field_tpar_sd,ftr,field_ftr_mean,field_ftr_sd,ftpct,field_ftpct_mean,field_ftpct_sd
P58c3f134a2,182014,256_3935,256,3935,3,18,continental,A,2010,2010-06-26,2010-06-30,5,81,18.218,1,96,77,17.8311,0.642168,20.2469,14.92,6.47935,17.284,7.40885,3.62563,6.91358,2.61003,2.12449,10.3704,4.79882,2.16489,2.46914,2.58206,2.14585,0.987654,1.62998,1.0838,3.45679,0.884029,1.47478,0.987654,3.20333,1.67174,35.5556,15.0256,9.28155,17.1852,18.3041,5.14914,0.625,0.490412,0.12998,0.520833,0.454684,0.13257,0.166667,0.275486,0.216548,0.833333,0.35016,0.263199,0.8,0.649623,0.198629
P58c3f134a2,182014,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,9,142,19.2283,5,192,170,18.651,0.680358,12.6761,13.9628,5.5381,19.1549,6.96907,3.32639,6.47887,2.2765,1.60615,12.6761,4.69256,2.26884,1.40845,2.54793,1.8548,1.97183,1.36418,0.869805,4.50704,0.642267,0.93216,1.97183,2.87201,1.41472,29.8592,14.0555,7.05949,14.9408,17.0082,4.58642,0.488705,0.486074,0.11285,0.461538,0.453588,0.118095,0.0769231,0.291718,0.211296,0.410256,0.314934,0.203526,0.5625,0.647068,0.216658
P5969d3ea2a,159907,263_4956,263,4956,3,18,continental,A,2008,2008-07-25,2008-08-03,8,268,16.181,9,190,167,17.9256,0.536053,22.8358,13.988,5.20746,17.4627,6.93028,3.5822,6.26866,2.24383,1.77763,11.194,4.68645,2.28417,0.597015,2.32297,1.43874,1.49254,1.79539,1.01503,1.19403,0.509386,0.943808,3.58209,3.24236,1.28108,33.1343,13.8074,6.98797,20.4716,17.2371,4.04561,0.676034,0.494636,0.112498,0.661458,0.464202,0.115365,0.0208333,0.344286,0.205556,0.40625,0.32113,0.203579,0.666667,0.650715,0.19044
P5969d3ea2a,159907,263_5369,263,5369,3,18,continental,A,2009,2009-07-23,2009-08-02,9,256,17.1749,3,192,172,17.929,0.515203,26.0938,13.4523,4.84686,23.125,7.0493,3.39971,7.65625,2.30482,1.73801,15.4688,4.74449,2.1617,1.875,2.29862,1.67821,1.09375,1.76376,0.881262,2.5,0.630648,0.946697,3.28125,3.12517,1.39684,40.4688,13.2734,6.32229,25.4688,17.0452,4.02754,0.588028,0.479516,0.106437,0.55,0.449276,0.117717,0.0333333,0.347624,0.215776,0.416667,0.333155,0.243838,0.7,0.618493,0.19843
P5afd5b991d,143574,276_2701,276,2701,4,19,world,A,2003,2003-07-10,2003-07-20,8,189,19.0367,5,191,169,18.5308,0.778566,14.1799,14.7546,5.86231,5.50265,7.66681,4.08489,0.42328,2.82725,2.17764,5.07937,4.83956,2.42976,8.04233,2.51525,1.77315,0.846561,1.78176,0.971028,0.21164,0.745574,1.06344,2.53968,3.60365,1.61538,16.9312,14.9771,7.76918,17.5831,18.2155,4.73759,0.4713,0.499082,0.103392,0.448529,0.466482,0.108614,0.573529,0.286063,0.223708,0.102941,0.381572,0.266311,0.857143,0.6359,0.189796
P5c0fad1503,138001,263_2886,263,2886,3,18,continental,A,2002,2002-04-16,2002-05-01,5,134,16.0387,0,215,171,17.6273,0.638695,6.56716,14.6204,6.12192,8.35821,7.00378,3.82327,2.98507,2.37113,1.9328,5.37313,4.63265,2.45718,1.49254,2.22423,1.5258,2.08955,2.11906,1.25803,1.49254,0.661502,0.980784,0.895522,3.34676,1.59983,15.5224,14.1894,8.33006,7.09254,18.0781,4.77723,0.529865,0.491982,0.136556,0.578947,0.460447,0.145329,0,0.28294,0.203308,0.210526,0.395805,0.29325,0,0.630283,0.185994
P5c0fad1503,138001,263_2888,263,2888,3,18,continental,A,2002,2002-07-12,2002-07-21,7,211,16.2769,11,144,121,17.8457,0.557956,8.72038,14.3906,5.26654,9.66825,6.71397,3.12939,4.17062,2.2151,1.69496,5.49763,4.49886,1.94982,1.13744,2.07608,1.44154,1.13744,1.29316,0.888823,4.36019,0.571274,0.765198,2.08531,2.67339,1.00866,19.5261,14.0137,6.18081,9.43318,16.7644,4.51804,0.593395,0.516086,0.1088,0.621622,0.474349,0.120006,0,0.284976,0.201016,0.108108,0.371592,0.21432,0,0.687328,0.17851
P5c0fad1503,138001,263_2703,263,2703,3,18,continental,A,2004,2003-07-30,2004-07-18,5,175,17.3255,12,493,386,16.9505,0.574968,24.9143,13.9298,5.58557,16.4571,6.69318,3.18094,6.4,2.34716,1.63659,10.0571,4.34602,1.99629,2.97143,2.20858,1.78794,4.34286,2.4645,1.29161,5.02857,0.660544,0.907576,5.48571,3.70521,1.86017,30.8571,13.3501,7.66077,30.2263,17.9913,4.82067,0.503511,0.480562,0.114943,0.480519,0.44764,0.122844,0.012987,0.292519,0.224662,0.922078,0.361925,0.24503,0.492958,0.622708,0.195562
P5ea12f1777,137443,263_2888,263,2888,3,18,continental,A,2002,2002-07-12,2002-07-21,8,172,16.4548,7,144,121,17.8457,0.557956,15.3488,14.3906,5.26654,11.1628,6.71397,3.12939,5.11628,2.2151,1.69496,6.04651,4.49886,1.94982,1.16279,2.07608,1.44154,0.930233,1.29316,0.888823,2.7907,0.571274,0.765198,3.48837,2.67339,1.00866,22.093,14.0137,6.18081,16.0558,16.7644,4.51804,0.610659,0.516086,0.1088,0.595745,0.474349,0.120006,0.0212766,0.284976,0.201016,0.340426,0.371592,0.21432,0.625,0.687328,0.17851
P5ea12f1777,137443,263_2703,263,2703,3,18,continental,A,2004,2003-07-30,2004-07-18,18,453,17.5034,3,493,386,16.9505,0.574968,21.7219,13.9298,5.58557,15.7174,6.69318,3.18094,5.47461,2.34716,1.63659,10.2428,4.34602,1.99629,1.766,2.20858,1.78794,3.35541,2.4645,1.29161,2.47241,0.660544,0.907576,3.97351,3.70521,1.86017,31.3466,13.3501,7.66077,23.1453,17.9913,4.82067,0.566507,0.480562,0.114943,0.52973,0.44764,0.122844,0,0.292519,0.224662,0.394595,0.361925,0.24503,0.684932,0.622708,0.195562
P5f07dfebd6,155219,256_3285,256,3285,3,18,continental,A,2006,2006-06-28,2006-07-02,4,96,17.8539,1,83,62,17.8153,0.580995,18.3333,15.9039,6.01791,7.08333,8.01587,4.3489,3.75,3.03436,2.57069,3.33333,4.98151,2.64958,3.33333,3.02408,2.25258,2.5,1.90095,1.1992,0.416667,0.917461,1.08796,2.5,3.8108,1.88879,17.9167,15.9601,8.69337,21.9667,19.8356,5.43243,0.47089,0.497868,0.124253,0.378049,0.459582,0.135608,0.317073,0.314567,0.242206,0.317073,0.41752,0.293171,1,0.631609,0.199593
P5f9ce00466,341543,256_208738,256,208738,3,18,continental,A,2024,2024-06-03,2024-06-09,6,72.2833,17.6376,1,96,83,17.7521,0.612958,21.5817,14.6777,5.98858,8.85405,8.53977,4.51507,2.76689,2.77862,2.02871,6.08716,5.76115,3.00848,9.40742,3.42482,2.49957,9.9608,1.86201,1.40334,0,0.986743,1.35054,2.21351,3.02284,1.40321,32.6493,16.8183,9.2143,27.1155,18.5121,4.90346,0.433333,0.466764,0.103093,0.433333,0.429816,0.106833,0.444444,0.328495,0.21637,0,0.308035,0.194316,,0.681645,0.186835
P5ff9cbca0f,211638,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,184.033,19.4884,6,192,173,18.7182,0.66399,20.8658,13.572,5.43385,5.8685,7.69236,3.66261,0.869408,2.52264,1.93466,4.99909,5.16972,2.34584,3.04293,3.5206,2.17842,1.30411,1.62705,0.99426,0,0.496983,0.747174,3.26028,3.19164,1.50518,13.0411,14.0574,7.39114,25.7432,17.9216,4.88312,0.464037,0.455339,0.108314,0.429348,0.425426,0.112649,0.554348,0.338891,0.227597,0.282609,0.343196,0.196751,0.653846,0.596167,0.211854
P61add2364f,211971,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,7,226.85,17.1283,9,191,171,16.8941,0.517517,41.9661,13.9298,6.67868,10.0507,8.20946,4.09228,2.11594,2.77559,2.1245,7.93476,5.43387,2.64062,3.70289,2.6531,1.83642,1.76328,1.85697,1.24533,1.05797,0.669885,0.963228,4.23187,3.64504,1.46955,34.2076,13.7052,8.47552,39.963,18.8523,5.48244,0.587248,0.446186,0.125912,0.525641,0.416886,0.129648,0.307692,0.303263,0.224477,0.679487,0.349537,0.221993,0.698113,0.59047,0.214261
P61afdc25a4,268702,276_208102,276,208102,4,19,world,A,2019,2019-06-29,2019-07-07,7,164.35,17.7581,1,192,168,18.6256,0.728834,19.9574,14.9774,5.89675,8.27502,7.59112,3.57536,2.19045,2.50232,1.90133,6.08458,5.0888,2.25154,9.73532,3.76513,2.367,2.43383,1.8283,1.12827,1.4603,0.752157,0.973827,3.40736,3.17443,1.35909,25.5552,16.2674,7.67017,25.2632,18.4721,5.13993,0.45657,0.484167,0.109451,0.41358,0.454807,0.11544,0.17284,0.359548,0.228901,0.246914,0.311439,0.241065,0.75,0.660183,0.20512
P63236d3a70,224678,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,6,111.8,17.0188,1,191,171,16.8941,0.517517,6.79785,13.9298,6.67868,6.44007,8.20946,4.09228,1.78891,2.77559,2.1245,4.65116,5.43387,2.64062,3.22004,2.6531,1.83642,1.78891,1.85697,1.24533,0.715564,0.669885,0.963228,2.14669,3.64504,1.46955,8.22898,13.7052,8.47552,12.7084,18.8523,5.48244,0.321816,0.446186,0.125912,0.269231,0.416886,0.129648,0.615385,0.303263,0.224477,0.307692,0.349537,0.221993,0.625,0.59047,0.214261
P63236d3a70,224678,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,128.317,18.0401,3,192,173,18.7182,0.66399,14.6513,13.572,5.43385,3.74075,7.69236,3.66261,0.623458,2.52264,1.93466,3.11729,5.16972,2.34584,5.29939,3.5206,2.17842,1.87037,1.62705,0.99426,0,0.496983,0.747174,2.80556,3.19164,1.50518,15.8982,14.0574,7.39114,15.4742,17.9216,4.88312,0.578248,0.455339,0.108314,0.539474,0.425426,0.112649,0.552632,0.338891,0.227597,0.157895,0.343196,0.196751,1,0.596167,0.211854
P63f00af37c,210309,256_5956,256,5956,3,18,continental,A,2014,2014-06-20,2014-06-24,5,81,18.1961,1,96,81,17.6658,0.737825,14.321,14.8401,7.17248,15.8025,7.60001,3.65566,4.93827,2.58774,1.97745,10.8642,5.01227,2.34035,0.987654,2.48714,2.15138,1.48148,1.62935,1.06747,1.97531,0.800831,1.28071,1.97531,3.36171,1.54118,23.7037,14.54,9.22335,15.0716,18.4608,5.62483,0.546757,0.48297,0.128417,0.565217,0.447499,0.128871,0.434783,0.302194,0.236163,0.347826,0.3827,0.227143,0.375,0.61851,0.207815
P64263ced9d,235741,249_6362,249,6362,3,17,world,A,2018,2018-06-30,2018-07-08,7,131.083,16.3864,1,192,164,16.8707,0.549015,33.5664,13.6297,6.29877,4.88239,7.82266,3.91205,3.35664,2.57156,1.90715,1.52575,5.2511,2.60945,3.66179,2.92738,1.79192,3.05149,2.03945,1.2786,0.610299,0.8843,1.12185,1.8309,3.58085,1.74045,29.2943,14.2974,8.36935,28.9892,18.3289,5.60027,0.617978,0.451383,0.118515,0.608974,0.422609,0.127554,0.564103,0.299801,0.212952,0.320513,0.310662,0.212748,0.6,0.624098,0.182167
P64263ced9d,235741,276_208102,276,208102,4,19,world,A,2019,2019-06-29,2019-07-07,7,150.8,17.383,1,192,168,18.6256,0.728834,18.8329,14.9774,5.89675,3.97878,7.59112,3.57536,1.85676,2.50232,1.90133,2.12202,5.0888,2.25154,2.38727,3.76513,2.367,3.18302,1.8283,1.12827,0.530504,0.752157,0.973827,1.06101,3.17443,1.35909,16.4456,16.2674,7.67017,20.1061,18.4721,5.13993,0.494429,0.484167,0.109451,0.444444,0.454807,0.11544,0.460317,0.359548,0.228901,0.31746,0.311439,0.241065,0.75,0.660183,0.20512
P64adb31e4d,204593,276_6290,276,6290,4,19,world,A,2015,2015-06-27,2015-07-05,7,186.233,18.2755,2,191,180,18.5789,0.756787,26.4185,13.755,5.55959,11.8131,7.3828,3.65745,5.15482,2.49694,1.90522,6.65831,4.88586,2.44791,1.93306,3.28532,2.18966,0.859137,1.90259,1.12162,1.28871,0.672111,0.938022,2.14784,3.43624,1.60082,33.7211,14.5182,7.46481,20.5506,17.8545,4.65107,0.717787,0.470651,0.115139,0.723684,0.436661,0.120193,0,0.306253,0.220425,0.289474,0.333827,0.227034,0.590909,0.639017,0.184202
P65b97df144,280331,249_208300,249,208300,3,17,world,A,2022,2022-07-02,2022-07-10,7,127.717,17.1831,3,192,168,16.9275,0.502627,26.3082,13.9661,5.91865,8.45622,8.00354,3.81847,3.75832,2.52822,1.91795,4.6979,5.47531,2.5642,2.81874,3.08275,2.02068,2.19235,1.94293,1.17006,3.13193,0.924849,1.14976,2.50555,3.15323,1.4463,33.5117,15.5163,8.33031,21.3848,17.916,5.19339,0.696749,0.466701,0.114119,0.672727,0.443918,0.121251,0.163636,0.333533,0.208066,0.218182,0.246808,0.165743,0.833333,0.600939,0.210643
P65b97df144,280331,276_208303,276,208303,4,19,world,A,2023,2023-06-24,2023-07-02,7,157.817,18.1605,2,192,171,18.7755,0.613254,13.1799,14.5229,5.57383,10.3918,7.31327,3.5997,3.0415,2.26354,1.97353,7.3503,5.04973,2.36409,2.78805,3.39522,2.10822,2.78805,1.87556,1.05134,3.54842,0.776271,1.07652,2.02767,3.03164,1.41202,22.8113,15.7805,7.34509,15.2481,17.7644,4.99257,0.498466,0.488426,0.11044,0.478261,0.45281,0.117257,0.152174,0.375743,0.229382,0.304348,0.333211,0.259769,0.571429,0.671531,0.195633
P6696ce1e71,270903,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,102.167,18.4425,2,192,174,18.7341,0.680857,13.3116,14.2694,5.44901,7.83034,7.50804,3.46178,3.13214,2.4377,1.71746,4.69821,5.07034,2.26855,1.56607,3.52297,2.42781,1.56607,1.75459,1.14154,1.17455,0.807696,1.25902,0.783034,3.09985,1.702,16.8352,15.501,7.77007,14.3452,17.9679,4.68488,0.490762,0.474649,0.110084,0.46875,0.443733,0.117723,0.28125,0.362644,0.218583,0.1875,0.286997,0.170106,0.666667,0.673577,0.213074
P694212af03,267659,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,217.2,18.3166,3,192,174,18.7341,0.680857,19.5212,14.2694,5.44901,4.78821,7.50804,3.46178,0.92081,2.4377,1.71746,3.8674,5.07034,2.26855,8.65562,3.52297,2.42781,1.84162,1.75459,1.14154,0,0.807696,1.25902,3.31492,3.09985,1.702,19.5212,15.501,7.77007,23.0203,17.9679,4.68488,0.495327,0.474649,0.110084,0.447917,0.443733,0.117723,0.375,0.362644,0.218583,0.260417,0.286997,0.170106,0.8,0.673577,0.213074
P69e13b90fc,155236,256_3285,256,3285,3,18,continental,A,2006,2006-06-28,2006-07-02,4,86,18.1496,1,83,62,17.8153,0.580995,20.4651,15.9039,6.01791,11.6279,8.01587,4.3489,4.65116,3.03436,2.57069,6.97674,4.98151,2.64958,5.5814,3.02408,2.25258,4.18605,1.90095,1.1992,1.39535,0.917461,1.08796,3.25581,3.8108,1.88879,31.6279,15.9601,8.69337,20.4465,19.8356,5.43243,0.595238,0.497868,0.124253,0.560606,0.459582,0.135608,0.30303,0.314567,0.242206,0.272727,0.41752,0.293171,0.777778,0.631609,0.199593
P6a3fce0af3,236705,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,7,124.983,18.2372,3,192,173,18.7182,0.66399,13.7618,13.572,5.43385,9.92132,7.69236,3.66261,3.52047,2.52264,1.93466,6.40085,5.16972,2.34584,4.80064,3.5206,2.17842,2.56034,1.62705,0.99426,0.640085,0.496983,0.747174,3.84051,3.19164,1.50518,16.3222,14.0574,7.39114,20.3163,17.9216,4.88312,0.417638,0.455339,0.108314,0.375,0.425426,0.112649,0.295455,0.338891,0.227597,0.386364,0.343196,0.196751,0.588235,0.596167,0.211854
P6a7cb1d3a8,203439,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,123.867,18.3111,2,94,77,17.8617,0.574362,22.605,14.0057,5.76617,6.45856,8.21707,3.78513,0.968784,2.56444,1.7462,5.48977,5.65263,2.61089,5.48977,3.11392,2.20868,1.29171,1.77441,1.19438,0.968784,0.793203,0.99331,4.52099,3.21626,1.61855,18.084,14.6071,8.18991,27.6039,18.7001,5.4949,0.489647,0.446887,0.113778,0.445312,0.406604,0.127223,0.375,0.324753,0.239791,0.265625,0.326277,0.210162,0.764706,0.668448,0.188214
P6a7cb1d3a8,203439,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,5,139.433,19.2612,1,192,173,18.7182,0.66399,17.7863,13.572,5.43385,10.0406,7.69236,3.66261,4.01626,2.52264,1.93466,6.02438,5.16972,2.34584,6.02438,3.5206,2.17842,1.1475,1.62705,0.99426,1.1475,0.496983,0.747174,5.16376,3.19164,1.50518,15.7781,14.0574,7.39114,27.1155,17.9216,4.88312,0.405123,0.455339,0.108314,0.306452,0.425426,0.112649,0.306452,0.338891,0.227597,0.532258,0.343196,0.196751,0.727273,0.596167,0.211854
P6d3980e9f0,203175,249_5075,249,5075,3,17,world,A,2014,2014-08-08,2014-08-16,7,99.1833,17.5418,1,192,173,17.0364,0.489002,18.9548,13.6034,6.14842,8.06587,7.6474,3.67246,2.41976,2.55281,1.94621,5.64611,5.0946,2.20776,2.41976,2.14955,1.47007,2.41976,1.80889,1.11705,0,0.718134,1.07747,2.82305,3.23583,1.51772,20.9713,13.5763,8.92179,19.1645,17.7478,5.19007,0.579961,0.460191,0.126088,0.554054,0.428331,0.130989,0.27027,0.299498,0.224593,0.216216,0.302479,0.220999,0.75,0.637699,0.213798
P6dc3d3ca5e,127517,263_81,263,81,3,18,continental,A,2000,1999-08-01,1999-08-29,4,106,17.2077,0,344,267,17.0496,0.461456,24.9057,13.5921,6.3326,4.5283,6.13672,3.28293,0.754717,2.1635,1.59112,3.77358,3.97322,2.21008,4.90566,1.78516,1.62866,7.54717,2.5728,1.69257,0,0,0,2.26415,3.80672,1.78269,28.6792,11.5878,7.71907,24.3774,17.7162,5.89145,0.56314,0.481392,0.130991,0.519231,0.4488,0.142241,0.230769,0.249945,0.220137,0.288462,0.409068,0.287457,0.8,0.599967,0.22869
P6dc3d3ca5e,127517,263_80,263,80,3,18,continental,A,2000,2000-04-11,2000-04-15,5,148,17.9032,0,215,168,17.5674,0.581802,23.2432,13.4831,5.27421,5.13514,5.87885,2.98016,0.27027,1.90656,1.51803,4.86486,3.97229,2.00827,9.72973,2.23682,2.06598,3.51351,1.49398,1.03332,0,0,0,2.43243,3.05999,1.33843,31.3514,12.2629,6.76656,19.7622,16.0676,4.41158,0.670618,0.515473,0.1163,0.62963,0.472136,0.129376,0.351852,0.274626,0.211591,0.425926,0.484045,0.37211,0.782609,0.654786,0.20688
P6dc3d3ca5e,127517,263_1927,263,1927,3,18,continental,A,2000,2000-07-14,2000-07-23,8,230,18.1605,1,143,124,17.835,0.588259,20,13.5344,4.99944,3.82609,5.13608,2.75372,0.173913,1.69152,1.36508,3.65217,3.44457,1.71182,3.47826,1.67128,1.17559,2.43478,2.27105,1.16485,0,0.0760381,0.197735,1.73913,3.01777,1.28522,18.9565,12.4378,5.59886,19.2974,15.5847,4.40578,0.569532,0.537884,0.114907,0.5,0.494632,0.124484,0.267442,0.27518,0.210868,0.395349,0.450926,0.262913,0.852941,0.691974,0.170709
P6ddd309f80,300763,249_208300,249,208300,3,17,world,A,2022,2022-07-02,2022-07-10,7,157.283,16.4028,2,192,168,16.9275,0.502627,16.5307,13.9661,5.91865,8.90113,8.00354,3.81847,3.05182,2.52822,1.91795,5.84932,5.47531,2.5642,2.03454,3.08275,2.02068,1.27159,1.94293,1.17006,1.01727,0.924849,1.14976,3.30614,3.15323,1.4463,16.785,15.5163,8.33031,19.3383,17.916,5.19339,0.515546,0.466701,0.114119,0.491071,0.443918,0.121251,0.446429,0.333533,0.208066,0.285714,0.246808,0.165743,0.625,0.600939,0.210643
P6f1d3c64d2,225019,256_6329,256,6329,3,18,continental,A,2016,2016-07-19,2016-07-23,5,147.467,17.8785,2,94,77,17.8617,0.574362,23.5986,14.0057,5.76617,5.6962,8.21707,3.78513,1.89873,2.56444,1.7462,3.79747,5.65263,2.61089,1.35624,3.11392,2.20868,3.25497,1.77441,1.19438,0.271248,0.793203,0.99331,2.44123,3.21626,1.61855,17.6311,14.6071,8.18991,24.7269,18.7001,5.4949,0.529455,0.446887,0.113778,0.532895,0.406604,0.127223,0.539474,0.324753,0.239791,0.184211,0.326277,0.210162,0.428571,0.668448,0.188214
P6f658be6bb,203622,276_7488,276,7488,4,19,world,A,2013,2013-06-27,2013-07-07,8,79.5833,18.7136,1,190,163,18.6149,0.696247,19.0995,13.7502,5.42509,19.0995,7.333,3.37317,6.03141,2.38567,1.71678,13.0681,4.94733,2.1867,1.50785,2.21367,1.7035,1.00524,1.54796,0.991925,2.51309,0.727447,1.05025,4.52356,3.00673,1.31394,31.1623,13.6671,7.8175,21.1502,17.2721,4.36533,0.574365,0.477564,0.117473,0.533333,0.446105,0.124661,0.0666667,0.299706,0.235645,0.233333,0.319875,0.182303,0.857143,0.62505,0.182817
P6f990ff013,217259,249_9678,249,9678,3,17,world,A,2016,2016-06-23,2016-07-03,7,107.3,17.1886,1,191,171,16.8941,0.517517,26.4678,13.9298,6.67868,19.3849,8.20946,4.09228,8.2013,2.77559,2.1245,11.1836,5.43387,2.64062,2.60951,2.6531,1.83642,2.98229,1.85697,1.24533,2.60951,0.669885,0.963228,5.21901,3.64504,1.46955,39.1426,13.7052,8.47552,26.6915,18.8523,5.48244,0.616319,0.446186,0.125912,0.598039,0.416886,0.129648,0.0588235,0.303263,0.224477,0.294118,0.349537,0.221993,0.666667,0.59047,0.214261
P70fa3dc827,252297,249_6362,249,6362,3,17,world,A,2018,2018-06-30,2018-07-08,4,46.4667,15.4719,4,192,164,16.8707,0.549015,18.9383,13.6297,6.29877,12.9125,7.82266,3.91205,6.02582,2.57156,1.90715,6.88666,5.2511,2.60945,5.16499,2.92738,1.79192,3.44333,2.03945,1.2786,0.860832,0.8843,1.12185,2.5825,3.58085,1.74045,30.1291,14.2974,8.36935,19.4892,18.3289,5.60027,0.560081,0.451383,0.118515,0.5,0.422609,0.127554,0.235294,0.299801,0.212952,0.352941,0.310662,0.212748,0.833333,0.624098,0.182167
P70fa3dc827,252297,276_208299,276,208299,4,19,world,A,2021,2021-07-03,2021-07-11,7,222.1,18.4809,3,192,174,18.7341,0.680857,21.4318,14.2694,5.44901,7.20396,7.50804,3.46178,1.26069,2.4377,1.71746,5.94327,5.07034,2.26855,3.06168,3.52297,2.42781,2.88158,1.75459,1.14154,0.180099,0.807696,1.25902,3.24178,3.09985,1.702,16.7492,15.501,7.77007,27.0941,17.9679,4.68488,0.44926,0.474649,0.110084,0.400826,0.443733,0.117723,0.479339,0.362644,0.218583,0.214876,0.286997,0.170106,0.846154,0.673577,0.213074
P70fd4037fb,173524,249_3924,249,3924,3,17,world,A,2010,2010-07-02,2010-07-11,8,236,17.4295,3,144,123,17.0365,0.420802,21.3559,14.634,6.05534,6.77966,7.23158,3.56787,1.35593,2.36571,1.70469,5.42373,4.86587,2.26597,5.59322,2.8592,2.15155,1.69492,1.87293,1.1407,0.169492,0.761711,1.11447,6.27119,3.58026,1.49053,20.1695,14.7809,8.47015,23.8576,18.1558,4.72464,0.60717,0.491637,0.10797,0.56044,0.45895,0.11802,0.505495,0.327866,0.235277,0.318681,0.373086,0.229118,0.827586,0.600608,0.200517
P70fd4037fb,173524,276_4346,276,4346,4,19,world,A,2011,2011-06-30,2011-07-10,8,254,18.4234,11,192,170,18.651,0.680358,17.0079,13.9628,5.5381,3.77953,6.96907,3.32639,0.787402,2.2765,1.60615,2.99213,4.69256,2.26884,3.93701,2.54793,1.8548,2.67717,1.36418,0.869805,0.15748,0.642267,0.93216,2.51969,2.87201,1.41472,15.748,14.0555,7.05949,18.0787,17.0082,4.58642,0.546559,0.486074,0.11285,0.516667,0.453588,0.118095,0.588889,0.291718,0.211296,0.222222,0.314934,0.203526,0.75,0.647068,0.216658
P711641b36d,154873,256_3285,256,3285,3,18,continental,A,2006,2006-06-28,2006-07-02,5,152,17.0599,4,83,62,17.8153,0.580995,11.8421,15.9039,6.01791,10.7895,8.01587,4.3489,5,3.03436,2.57069,5.78947,4.98151,2.64958,0,3.02408,2.25258,0.263158,1.90095,1.1992,3.94737,0.917461,1.08796,2.89474,3.8108,1.88879,19.2105,15.9601,8.69337,12.8211,19.8356,5.43243,0.596501,0.497868,0.124253,0.5625,0.459582,0.135608,0,0.314567,0.242206,0.40625,0.41752,0.293171,0.692308,0.631609,0.199593
P714602a9aa,224413,276_10628,276,10628,4,19,world,A,2017,2017-07-01,2017-07-09,5,28.7167,17.6841,3,192,173,18.7182,0.66399,29.2513,13.572,5.43385,8.35752,7.69236,3.66261,2.78584,2.52264,1.93466,5.57168,5.16972,2.34584,4.17876,3.5206,2.17842,2.78584,1.62705,0.99426,1.39292,0.496983,0.747174,1.39292,3.19164,1.50518,27.8584,14.0574,7.39114,30.3099,17.9216,4.88312,0.50578,0.455339,0.108314,0.447368,0.425426,0.112649,0.473684,0.338891,0.227597,0.210526,0.343196,0.196751,1,0.596167,0.211854
P71b16faf7a,210268,256_5956,256,5956,3,18,continental,A,2014,2014-06-20,2014-06-24,5,82,17.988,1,96,81,17.6658,0.737825,33.6585,14.8401,7.17248,7.80488,7.60001,3.65566,3.90244,2.58774,1.97745,3.90244,5.01227,2.34035,2.92683,2.48714,2.15138,3.90244,1.62935,1.06747,0.97561,0.800831,1.28071,0.97561,3.36171,1.54118,38.0488,14.54,9.22335,23.6098,18.4608,5.62483,0.743534,0.48297,0.128417,0.72619,0.447499,0.128871,0.690476,0.302194,0.236163,0.238095,0.3827,0.227143,0.8,0.61851,0.207815
P71e4b2b4d3,203140,249_5075,249,5075,3,17,world,A,2014,2014-08-08,2014-08-16,7,82.35,16.8737,1,192,173,17.0364,0.489002,12.629,13.6034,6.14842,4.85732,7.6474,3.67246,0.485732,2.55281,1.94621,4.37158,5.0946,2.20776,2.42866,2.14955,1.47007,2.42866,1.80889,1.11705,0.971463,0.718134,1.07747,2.91439,3.23583,1.51772,11.6576,13.5763,8.92179,16.884,17.7478,5.19007,0.452017,0.460191,0.126088,0.425926,0.428331,0.130989,0.37037,0.299498,0.224593,0.148148,0.302479,0.220999,0.75,0.637699,0.213798
P722aa856f7,155221,256_3285,256,3285,3,18,continental,A,2006,2006-06-28,2006-07-02,4,71,17.4651,1,83,62,17.8153,0.580995,30.9859,15.9039,6.01791,18.5915,8.01587,4.3489,8.4507,3.03436,2.57069,10.1408,4.98151,2.64958,3.94366,3.02408,2.25258,3.38028,1.90095,1.1992,1.12676,0.917461,1.08796,5.6338,3.8108,1.88879,38.3099,15.9601,8.69337,32.8789,19.8356,5.43243,0.568652,0.497868,0.124253,0.525,0.459582,0.135608,0,0.314567,0.242206,0.475,0.41752,0.293171,0.684211,0.631609,0.199593
