pid,tcf_season_final,tcf_conf_gp,tcf_conf_gp_share,tcf_usg,tcf_d_usg,tcf_ortg,tcf_d_ortg,tcf_adjoe,tcf_d_adjoe,tcf_drtg,tcf_d_drtg,tcf_adrtg,tcf_d_adrtg,tcf_bpm,tcf_d_bpm,tcf_obpm,tcf_d_obpm,tcf_dbpm,tcf_d_dbpm,tcf_ts,tcf_d_ts,tcf_efg,tcf_d_efg,tcf_ast_per,tcf_d_ast_per,tcf_tov_per,tcf_d_tov_per,tcf_orb_per,tcf_d_orb_per,tcf_drb_per,tcf_d_drb_per,tcf_stl_per,tcf_d_stl_per,tcf_blk_per,tcf_d_blk_per,tcf_ftr,tcf_d_ftr,tcf_tp3_pct,tcf_d_tp3_pct,tcf_tpar,tcf_d_tpar,tcf_tpa100,tcf_d_tpa100,tcf_porpag,tcf_d_porpag,tcf_minper,tcf_d_minper,tcf_pts_pg,tcf_d_pts_pg,tcf_reb_pg,tcf_d_reb_pg,tcf_ast_pg,tcf_d_ast_pg
P011de6a94b,2026,18,0.529412,24.4,2,147.6,12.2,160.919,16.388,95.0079,-2.0207,93.4581,-1.176,16.6374,2.4152,11.7029,2.93354,4.93449,-0.51839,67.78,6.27,64.4,6.2,13.8,0,5.4,-2.8,16.4,2.5,19.9,-0.1,5.4,0.5,4.1,-0.9,47.9,7.3,0.417,0.01,0.328767,-0.000943022,7.01753,0.30541,5.06139,0.93794,53.2,-3.8,13.5,1.7286,6.5556,0.0413,1.6667,-0.1333
P01a00a5983,2012,18,0.545455,23.4,-0.9,100.2,-3.7,108.576,-4.12,93.4719,1.0767,91.4584,0.9188,5.08619,-0.39904,2.03062,-0.69445,3.05557,0.29541,48.56,-3.57,44.8,-3.1,23.4,-1.8,17.3,-0.9,4.7,0.7,15.2,-0.4,2.4,0.2,0.7,0.3,29,-5.2,0.229,-0.1,0.24,0.0253107,4.72489,0.41087,2.68561,-0.32894,84.6,6.5,12.2778,-0.7222,5.5,0.2273,4.2778,0.1566
P01dc454b71,2026,20,0.540541,25.6,0.7,118.3,-5.4,135.579,-4.523,112.677,5.124,102.194,4.1912,7.27798,-0.76176,4.89151,-0.90169,2.38646,0.13992,56.61,-2.42,55.2,-2.8,19.8,2.6,13.5,1.2,11.9,-1.3,25.6,1.9,0.5,-0.3,1,0,35,7.8,0,-0.154,0.044335,0.0112561,0.969148,0.19997,4.29153,-0.35519,71.6,5.1,13.4,-0.7622,8.15,-0.1743,3,0.4595
P023bbe5ec1,2019,18,0.5,27,0,126,1.5,147.639,3.916,96.842,-0.1372,91.0391,-0.4956,11.3887,-0.3762,7.55506,0.19818,3.83363,-0.57441,65.09,0.36,56.6,-1.7,15.9,-2.4,14.9,-0.3,10,1.2,16.3,-1.1,2,0,4.6,-0.7,68.4,4.7,0.286,-0.032,0.107143,-0.00149912,2.12275,-0.07836,6.65963,0.524,79.7,1.1,18.7778,-0.033,7.5,-0.0135,2.7778,-0.3844
P0252f7ff7f,2023,17,0.5,17.2,0.4,112.3,0.6,114.693,3.577,93.2753,-4.7601,88.0758,-6.0413,5.56864,-0.33142,2.37553,-0.31341,3.19311,-0.01801,52.71,1.18,48,0.7,7,-1.8,12.3,0.3,5.6,0,19.4,1.9,1.8,0.2,2.3,-0.6,28.6,-1.8,0.329,0.019,0.47619,-0.043956,8.2403,-0.43529,2.89244,0.51082,71.7,1.9,10.3529,0.8823,6.7647,1,1,-0.2353
P0267b55e6b,2012,18,0.514286,21.3,-0.7,123,0.7,133.155,1.125,88.139,3.2944,82.6777,1.4394,13.4375,0.24,6.70041,-0.61477,6.73706,0.85471,62.12,2.27,58.4,1.6,13.2,-0.3,11.6,1.8,5.6,-1.4,20.8,0.3,4.8,0.5,3.4,0.3,40.2,3,0.341,-0.004,0.401826,-0.00413682,8.01512,-0.63049,5.79993,0.50394,88.1,5.7,18,0.4571,8.2778,-0.1222,2.1667,0.081
P026aafcf31,2019,18,0.5625,25.1,-0.2,112.2,3.2,113.686,0.619,107.689,0.291,106.644,0.609,-0.0806572,0.959333,0.201526,0.418193,-0.282183,0.541139,59.02,0.24,58.7,0.8,6.4,1.7,16.2,-1.2,15.3,0.6,36.6,3.2,1.8,-0.1,2.3,-0.3,41.1,-2.1,1,0.5,0.0049505,-0.00100189,0.10443,-0.0195,2.76766,0.24248,76,5,15.8333,0.7424,13.5556,1.2829,0.8889,0.2525
P02b23e4abb,2021,18,0.857143,32.4,-0.9,111.2,1.7,126.401,-0.324,105.602,-0.651,104.165,-0.16,3.11637,0.20032,5.23298,0.04212,-2.11662,0.15819,54.25,1.35,48,1.3,35.8,0.3,16.3,0.9,2.3,0.1,7.1,0,1.8,0.2,0.2,0.1,36.2,2.5,0.346,0.017,0.446309,0.0158274,12.0848,-0.2341,4.96267,-0.10931,86.9,-1.2,21.0556,-1.2053,3.0556,-0.0748,5.8889,-0.2415
P02bad696ed,2021,18,0.62069,36.7,1.5,100.9,1.2,119.304,2.186,88.3107,-0.5815,87.3495,-1.3248,7.11258,0.43259,2.40198,0.0129,4.7106,0.41968,48.33,-0.74,46.8,-0.5,31.1,0.2,14.3,-1.6,5.7,0.8,20.6,1.1,5.2,0.5,1.2,-0.2,20,-2.9,0.2,-0.008,0.0923077,-0.00144231,3.21407,0.14992,3.53951,0.14958,74.9,0.8,19.1111,-0.0958,7.1667,0.3736,4,0.0345
P030ee18cdd,2021,17,0.607143,17.1,0,105.4,-12,109.24,-9.785,99.6737,-0.2844,92.0314,-0.4727,3.00549,-2.24512,2.4756,-1.62542,0.529884,-0.619706,54.94,-6.28,53.8,-6.5,2.8,-2.9,13.8,1.1,5.1,0.2,12,0,0.4,0,0.9,-0.3,20.7,3.6,0.347,-0.072,0.532609,-0.0144501,8.91042,-0.68898,1.61554,-0.79679,48.5,-3,6.5294,-1.5063,2.9412,-0.1659,0.2941,-0.3488
P0326e23b0d,2021,14,0.5,25,-0.4,121.7,3.5,128.954,0.083,84.7073,-4.7684,86.2884,-2.8743,6.95609,-0.31006,2.87511,0.3168,4.08098,-0.62686,67.66,3.35,64.9,3.2,4.7,-0.9,17.7,1.1,14.1,0.9,31.8,1,0.7,0,10.8,-0.7,38.6,3.3,0.391,0.086,0.14557,-0.0337617,3.0851,-0.93452,4.62682,0.06237,76.3,3.5,18.0714,0.4285,12.3571,0.75,0.5714,-0.1072
P032d23c9d9,2017,17,0.62963,27,0.3,114.5,1.7,128.219,3.126,98.87,0.1057,95.3748,-1.4029,5.27846,-0.02628,4.11594,0.12316,1.16252,-0.14944,57.53,1.19,55.7,1.8,13.2,-1.8,13.6,-1.1,10.9,-0.3,23.5,0.8,1.2,0.1,1.2,-0.4,31.2,-5.1,0.388,0.067,0.224771,-0.00946359,5.29951,0.01749,4.36714,0.36769,73.6,4,16.9412,0.5274,9.2353,-0.1095,2.1765,-0.2718
P03328260f7,2025,19,0.558824,25.7,0.2,118.3,3.1,132.286,3.614,96.9762,-1.4168,92.4178,-0.698,7.7046,-0.66296,5.04464,-0.28453,2.65996,-0.37842,59.6,0.99,51.2,-0.2,32.6,1.3,18.3,-1.4,0.9,-0.9,9.5,0.1,3.5,-0.5,0.5,0.2,55.2,5.2,0.359,0.031,0.490476,-0.00952381,8.94269,-0.43855,5.20824,0.5261,83.9,-0.4,16.6316,0.2492,3.3684,-0.1022,6.3684,0.5449
P03938af6ae,2019,18,0.529412,23.4,-1,93.8,-11.6,104.948,-11.545,106.948,2.067,99.0593,0.3386,1.50354,-1.66482,2.16862,-1.92501,-0.665075,0.26019,46.6,-7.08,44.4,-7.9,27.9,-3.5,24.4,0.3,1.5,-0.6,5.8,0.2,3.6,0.3,0,-0.1,24.3,3.4,0.333,-0.053,0.59322,-0.0550355,11.1103,-1.602,1.82566,-1.1807,75.2,0.6,10.2222,-1.719,1.8889,-0.0817,4.6111,-0.5654
P03a04d0174,2020,18,0.5625,22.9,0.7,93,-1.7,102.927,0.423,97.1119,2.9956,93.1045,2.0346,3.48453,0.31459,1.25831,0.592165,2.22621,-0.27758,50.22,-1.7,48.6,-1.6,12.6,2,20,0.1,4.9,0.4,10.8,-2,2.7,0.1,2.4,-0.2,30.8,2.3,0.361,-0.005,0.389189,0.0164619,7.50059,0.44716,1.84911,0.02094,75.8,-0.9,11.8333,-0.3229,4.4444,-0.4931,1.6667,0.1667
P03ad9770c3,2020,18,0.5625,22.6,1,111.4,3.9,126.763,9.721,104.242,5.3347,98.2697,3.8684,4.23755,1.19245,4.14481,1.3762,0.0927443,-0.183747,57.69,1.46,52.5,2.7,7.8,-1.3,14.6,-2.6,7.6,-0.2,17.9,1,0.7,0,1.2,0.1,43.7,0.7,0.357,0.049,0.306011,-0.00670385,5.92946,0.40041,4.52761,1.21034,78.8,3.4,14.1667,1.8542,6.8889,0.2639,1,-0.25
P03f35a2855,2026,20,0.540541,27.9,1.8,120.9,-2.4,142.552,2.903,112.493,5.007,102.096,1.503,8.35594,0.9974,7.78474,1.15958,0.571207,-0.162166,62.68,1.96,59,2.5,23,-1.9,13.2,1.3,0.5,-0.5,8.4,-0.3,2.2,-0.1,1.1,0.2,30,-1.4,0.373,0.015,0.483871,-0.00472219,12.4963,0.7509,6.62976,0.46047,95.2,1.2,22.2,2.3622,2.35,-0.2986,3.75,-0.6554
P04282e0cbf,2020,18,0.580645,17.1,-0.7,108.6,-0.6,109.348,0.2,104.899,4.568,99.4603,3.0415,4.32742,-0.76586,2.91103,-0.31798,1.41639,-0.44787,55.4,-1,54.1,-0.8,7.3,-0.3,16.9,-1.9,7.1,-1.1,14.3,-0.6,1.3,-0.7,3.6,0.2,25.5,-2.9,0.368,-0.061,0.242038,-0.0125072,3.77697,-0.25403,2.71662,-0.00949,81.5,-1,10.8333,-0.5215,6.0556,-0.4928,1.2222,-0.0681
P04526b8576,2020,18,0.580645,22.6,0.6,116.3,-2.7,129.096,0.405,100.509,0.504,92.9781,-1.1555,7.51031,0.21413,6.28396,0.43055,1.22635,-0.21642,61.79,0.97,60,1.6,13.5,-1.4,12.5,0.7,3.4,-1.1,9.8,-1.5,1.6,0.2,0.8,-0.3,23.9,-0.9,0.484,0.033,0.539823,0.0629838,11.4805,1.58853,5.31924,0.23989,87.6,3.2,17.2778,1.181,4.1667,-0.5752,2.1111,-0.276
P04a83dcaaf,2025,14,0.482759,24,-0.5,119.2,12.7,121.73,11.495,95.6948,-4.0374,97.7117,-2.5003,6.60518,2.6974,4.1331,2.53414,2.47208,0.16325,59.16,5.67,55.8,6.3,29.3,0.1,17.3,-3.9,2.3,-0.2,17.2,0.9,3.6,0.4,1.3,-0.2,37.4,-4.4,0.404,0.036,0.367742,0.00719772,6.98234,0.49798,3.72764,1.40845,84.1,2.4,15.4286,2.4286,6.2143,0.6281,6,0.2414
P051c4d4903,2020,20,0.645161,16.4,0.3,91.3,-0.8,93.4449,1.5008,100.127,4.9883,92.5328,2.5531,3.08122,0.02048,-0.27776,0.13373,3.35898,-0.11325,42.74,-0.03,40.5,-1.5,20.1,-0.2,23.6,0.2,6.4,0.6,12.7,-0.4,2.2,-0.4,1,0.2,18,-2.4,,,0,-0.0185185,0,-0.234859,0.723974,0.152425,64.4,2,5.15,0.2468,4.25,0.2177,2.75,0.0081
P05848850fc,2010,18,0.529412,29,-1.7,93.1,-2.8,108.375,-5.375,102.727,3.1979,93.4162,0.2546,1.83127,-0.52223,1.09989,-0.45342,0.731379,-0.068809,47.59,-1.04,42.1,-1,28,-0.1,22.8,1,3.1,-0.2,9.3,-0.6,1.9,-0.4,1.5,-0.2,39.5,-4.2,0.227,-0.065,0.26087,-0.0136795,6.14536,-0.79981,2.72496,-0.54163,86.7,2.7,15.8889,-1.3464,4.1111,-0.183,4.3333,0.098
P05c9e8e43e,2008,18,0.580645,22,0.3,97.6,2.7,104.176,5.2317,110.804,3.898,105.956,2.061,-0.844988,1.20729,0.875067,1.08607,-1.72006,0.12122,49.13,0.39,41.9,-0.3,30.6,3.2,24.8,-1.5,1.9,0,12.8,1.8,0.8,0,0.2,-0.1,38.3,6.8,0.271,-0.016,0.469799,-0.00490951,7.93937,-0.24903,1.99314,0.59011,77.2,1.6,9.6111,0.3208,3.6667,0.5054,4.1111,0.4014
P05f9ca4653,2021,16,0.615385,23.9,1.4,117.7,-2.5,131.808,1.057,99.8145,1.2726,92.7705,0.5669,9.18511,-0.14959,6.18324,-0.31043,3.00187,0.16084,65.49,-0.24,63.5,0.2,13.4,-1.5,17.8,0.3,2.7,-0.1,15.2,1.2,3.4,0.1,2.8,0,28.5,2.3,0.441,0.017,0.481865,0.00345997,10.1597,0.59229,5.57301,0.19332,76.7,-2.4,17.9375,0.8221,4.875,0.2212,2.1875,-0.4279
P06e60a886f,2009,16,0.457143,17.6,-1,103.7,2.9,104.717,3.522,91.9478,0.2141,87.0682,-2.0003,7.28297,2.3446,0.366165,1.16942,6.91681,1.17519,52.28,2.4,49.5,3.9,11,2.5,21.5,1.1,11.4,1.2,19.6,-1.7,0.8,-0.3,11.9,1.1,14.4,-17.4,0,-0.2,0.00900901,-0.0121774,0.134922,-0.197282,1.77477,0.38507,65.5,2.9,7.75,0.0071,7.6875,0.4589,1.5625,0.3911
P07046a9145,2021,19,0.633333,13.8,0.5,143.6,7.5,128.257,5.985,105.564,-0.1,105.221,0.894,5.58571,0.3104,5.81994,0.49682,-0.234233,-0.186423,72.59,3.85,71.7,3.9,5.5,-0.4,6.1,-2.1,2.4,-0.2,6.3,-0.6,1.9,0.1,0.8,0.1,8.9,0.4,0.5,0.028,0.774869,-0.000931602,12.5034,0.6014,5.20393,0.78494,87.2,1.2,15.2105,1.8105,2.9474,-0.1526,1.1579,-0.0088
P070f8d3585,2025,18,0.62069,22,-0.9,107,-7.9,117.949,-4.857,106.682,7.5255,97.5793,2.6775,6.38718,0.18706,0.564837,-0.438793,5.82234,0.62585,60.85,-2.28,58,-3.3,6.8,0.7,19,2.9,8.7,-1.4,18.1,-1.8,1.4,-0.1,10.2,0,51.4,-4.6,0,-0.091,0.0434783,-0.00353029,0.718803,-0.127966,2.59039,-0.28496,59.6,0.9,11.6111,-1.2855,5.8333,-0.5115,0.8333,0.0747
P07109e12fd,2025,16,0.533333,21,0.7,116.5,2.1,119.701,3.29,107.694,-0.575,104.768,-0.508,1.39105,-0.13014,2.54776,0.315,-1.15672,-0.445145,56.87,0.47,54.1,1,21.1,3.8,14.4,-0.2,0.8,0,7.6,-0.8,1.1,0.1,0,-0.4,25.8,-0.3,0.388,0.013,0.616352,0.015045,11.831,0.2217,3.04007,0.27455,65.2,-0.9,12.6875,-0.2458,2.1875,-0.3125,3.6875,0.6542
P072482f331,2025,18,0.666667,19,0.3,98.2,-9.6,106.205,-6.983,114.579,7.614,102.98,3.7575,1.12871,-1.06996,1.09511,-0.82941,0.0336006,-0.240544,51.79,-4.04,51.9,-3.6,3.2,-1.5,19.7,2.2,11.7,-0.1,10.5,0.1,1.3,-0.3,1.8,0.1,42.9,-7.1,0.24,-0.03,0.324675,-0.0116883,4.67109,0.00077,0.974138,-0.395802,42.7,10,5.3333,-0.2963,3.3889,0.0926,0.2778,-0.1666
P07268bf0e1,2025,20,0.512821,21.3,0.4,132.1,1.4,139.041,0.335,98.2063,0.6703,93.8141,1.9866,9.78461,-0.02402,7.36261,-0.1062,2.422,0.08218,65.48,1.33,61.2,2.2,14.1,-1.6,13.4,0.5,4.9,0.6,10.1,-0.2,1.9,-0.1,0.9,0.3,30.6,-3.3,0.424,0.018,0.602041,0.0544218,12.0665,1.5657,5.1153,-0.06073,74.8,-1.4,14.7,0.2641,3.85,-0.15,2.45,-0.2936
P0736b54145,2011,16,0.444444,28.5,0.4,93.3,-0.2,105.72,0.195,92.9258,1.2595,91.1477,0.8143,5.08542,1.33833,-0.359249,0.920261,5.44467,0.41808,48.85,-0.74,46.4,-0.1,16.9,1.5,19.9,-1.2,10,1.3,22.5,-1.5,1.5,-0.1,7,1.1,45.2,-2.2,0.4,0.173,0.0301205,-0.0262898,0.690653,-0.587437,1.83149,-0.07602,67.8,-3.5,12.3125,-0.8542,7.6875,-0.6736,1.875,0.0417
P076dcdb147,2020,17,0.586207,25.7,-0.6,113.4,-0.7,132.819,-0.074,90.4834,0.5099,86.1175,0.4515,9.51993,0.60292,6.16013,0.07366,3.35979,0.52925,57.14,-0.27,51.6,0.5,21,-2.3,15.6,-0.3,1.7,-0.2,11.2,0.7,3.5,-0.1,0.6,0.3,38.2,-6.6,0.329,0.027,0.318182,0.0104895,7.18661,0.47485,5.72738,-0.02299,82.1,-2.1,17.4706,-0.6627,4.1765,0.1098,3.4118,-0.5882
P079058f390,2022,20,0.689655,24.9,0,103.3,-2.2,106.899,-1.642,113.834,3.959,114.733,3.704,-1.12415,-0.208482,0.266562,-0.354872,-1.39071,0.14639,51,-0.81,46.1,0,8.1,1.6,13,0.1,7.1,-0.7,15.3,-0.3,1.8,0.1,3.8,-0.6,33.3,-4.7,0.351,0.006,0.285185,-0.0153467,6.42131,-0.32315,2.40601,-0.08413,80.6,3.1,15.95,0.2081,6.6,-0.2065,1.35,0.2855
P0790a32ce5,2021,16,0.888889,29.2,0.2,109.1,3.8,117.435,4.637,103.763,0.528,104.547,0.026,2.38665,0.97199,2.80398,0.80604,-0.41733,0.165951,61.3,1.82,57.8,1.9,15.7,0,17.1,-0.8,1.6,0.2,12.2,0.5,3.1,0.1,1.2,0,29.1,-0.9,0.429,0.02,0.379845,-0.0034303,10.0151,0.15292,3.79656,0.53123,85,-0.4,22.5,0.8333,3.8125,0.0903,2.125,-0.0417
P07a1fb349e,2010,16,0.484848,27.5,0.5,102.8,-5,119.434,-3.107,104.847,4.034,94.8211,0.9441,2.49403,-1.76788,2.44411,-1.26752,0.049923,-0.500351,51.89,-3.3,45.2,-4.1,12.8,-3.8,15.9,0.3,1.8,-0.5,9.4,-0.4,1,-0.2,0,-0.2,45.9,0.7,0.292,-0.067,0.281385,-0.00952381,6.9324,0.03506,4.07698,-0.15734,87.1,4.2,18.25,0.3712,3.375,-0.1705,1.875,-0.3977
P07bb9cb58f,2023,18,0.5,24.8,0.1,102.9,-2.6,119.498,1.098,102.634,4.7045,94.8468,1.155,3.19348,-0.56629,1.34729,-0.54324,1.8462,-0.02303,57.8,-1.49,55.1,-1.7,13.4,-0.1,20,0.1,4.6,-0.8,17.7,-0.1,1.5,-0.2,0.7,0.1,32.8,-0.2,0.41,0.005,0.25,-0.00382932,5.31579,-0.04254,3.9059,0.27652,87.2,3.3,18.1111,0.6944,6.9444,0.1388,2.1111,-0.0278
P07d140dc91,2025,20,0.588235,28.3,0,110.4,-1,133.208,1.504,96.1376,2.3428,88.5378,1.8728,6.94794,-1.90257,3.18828,-0.3757,3.75966,-1.52687,57.34,0.24,54.1,-0.2,10.8,-3.6,14.5,-0.3,10.6,-0.1,22.3,-2.8,1.3,-0.6,4.1,-0.6,29.9,3.2,0.154,-0.122,0.0925267,-0.0335603,2.42679,-0.84572,4.66611,0.32733,77.4,2.8,18.4,0.9882,9.65,-0.35,1.5,-0.5882
P082336d76f,2021,16,0.888889,18.3,-0.3,102.2,-0.3,96.2019,-0.5768,103.656,1.719,104.439,1.232,-3.45459,-0.60034,-2.95886,-0.18954,-0.495729,-0.410805,52.96,-0.22,49.2,-0.5,4.4,-0.6,17.1,0.3,10.9,0,28.9,-1.5,1,0.1,1.8,-0.7,48.5,-1.8,0,0,0.00757576,-0.00566928,0.104155,-0.079678,1.26769,-0.06513,83.4,0.1,10.75,-0.3056,11,-0.6111,0.75,-0.0833
P0843caad4a,2021,20,0.740741,26.1,1.1,112.1,2.7,121.277,2.992,98.6939,-0.6164,97.8965,0.7366,2.98127,0.30649,3.473,0.49203,-0.491731,-0.185539,60.59,1.42,56,1.6,15.3,1.3,16.7,-0.1,1.9,-0.3,11.1,0.5,1.4,0,0.8,-0.1,32.6,0.2,0.386,-0.001,0.511628,0.0160527,11.7418,0.8614,4.03703,0.30189,80.7,-0.8,18.05,1.0143,3.55,-0.1286,2.4,0.2214
P0846fd837c,2009,16,0.484848,22.1,1.7,108.9,-3.1,118.778,1.68,101.057,4.3893,91.7995,0.1023,4.59097,-0.574,2.11266,-0.25336,2.47831,-0.32064,64.45,-1.42,64.4,-1.9,2.3,-0.6,24.6,1.7,16,2.2,21.4,-0.1,0.9,0.1,6.4,-0.3,64.4,4.9,,,0,0,0,0,2.95602,0.34022,63.4,4.3,10.625,0.8977,8,0.7879,0.25,-0.053
P086a09588e,2024,15,0.46875,26.5,-1.4,121.4,-3.4,140.396,-5.166,110.421,5.615,103.321,3.8874,6.488,-2.40039,6.35364,-1.90322,0.134354,-0.497177,59.75,-2.4,52.6,-3.3,10.8,-2.4,12,-0.1,2.6,-0.1,11.7,1.7,1.1,-0.6,2.2,-0.1,57,-2.9,0.324,-0.038,0.476636,0.0145965,11.1528,-0.0385,6.16672,-0.45521,64.6,-6,21.6667,-1.3333,4.4,0.4,2,-0.3125
P089ae8ca96,2012,18,0.5625,23.7,-0.6,98.9,-1.1,110.28,0.587,104.741,4.299,97.9654,2.0101,2.46,-0.7473,0.707466,-0.528834,1.75253,-0.21847,51.28,0.88,47.6,0.4,8.9,-0.7,17.7,0.9,7.8,-0.6,18.6,0.4,2.3,-0.3,4,-0.2,32.6,0,0.205,-0.01,0.167382,-0.0176297,3.47983,-0.55165,3.11044,0.11718,91.2,1.3,15.3333,-0.1979,8.5,-0.125,1.3889,-0.0799
P08bc96e9be,2020,18,0.6,24.9,1.4,112.7,-1.6,130.75,1.936,82.5037,-0.0863,78.4912,-0.1247,10.6037,-0.9008,3.5737,-0.39125,7.03001,-0.50957,66.75,-1.31,71.2,-3.2,5.3,-2.1,22.1,0.7,17,1.8,27.5,0.8,0.7,-0.3,11.3,0.4,61.6,0.5,,,0,0,0,0,4.53447,0.32312,71.9,2.1,14,0.2581,11.5556,1.104,0.6667,-0.2688
P093c255389,2015,17,0.548387,22.1,-1.2,93.4,-4.3,99.1818,-3.0862,106.662,4.108,106.078,1.78,0.0803531,-0.426324,0.771161,-0.419709,-0.690808,-0.006613,48.29,-3.43,44.7,-4,16.6,-0.6,19.8,-1.7,1.8,0.1,10.6,0.3,1.9,-0.2,0.7,-0.3,21.8,-0.3,0.321,-0.022,0.695431,-0.0337352,14.2618,-1.4468,1.4537,-0.35936,83.8,-1.2,12.3529,-1.8084,3.6471,0.0019,2.4706,-0.0778
P093d3a11ad,2012,18,0.545455,22.9,-0.1,121.7,-3.2,133.759,-1.455,102.021,3.7143,95.9959,2.2749,6.13006,-1.56366,5.28784,-1.04793,0.842224,-0.515726,54.9,-2.36,50.9,-3.3,7.3,-0.5,8.6,-0.2,11.8,-0.7,21.6,0.2,0.7,-0.4,2.8,-0.1,29.7,3.9,0.294,0.028,0.249084,-0.00140499,6.08809,-0.09629,6.42382,0.0079,96.3,2.9,19,-0.9091,10.8889,-0.0202,1.1667,-0.0757
P097ac7e3e1,2017,18,0.5625,23.5,1.1,111.4,-4,125.269,0.686,102.842,10.3833,96.4835,7.1087,1.85669,-2.03159,0.530414,-0.541926,1.32628,-1.48966,57.42,-3.65,51.9,-5.2,2.9,-1.1,15.9,0.2,15.4,1.7,26.4,-3.2,0.9,0,6,-1.5,59.5,2.4,,,0,0,0,0,3.15727,0.22838,60.7,3.3,10.7222,0.0972,9.0556,-0.1006,0.3333,-0.1042
P0984734cb9,2018,15,0.517241,22.7,-0.8,95.2,0.9,102.408,0.76,112.94,2.602,110.237,3.18,-3.19074,-0.01521,-1.13343,0.03253,-2.05731,-0.04774,50.71,1.05,48.1,1.5,7.4,1.6,17.9,0.2,3.7,-0.7,11,-0.6,1.3,0.1,0.5,-0.4,17.7,-1.4,0.405,0.027,0.40884,0.0459366,8.83945,0.67981,1.71204,0.10419,70.5,-5.4,13.2667,-0.6299,4.3333,-0.4253,1.1333,0.2712
P09c06de7d5,2021,3,0.3,25.6,-2,106.6,10.1,115.224,6.577,102.525,-6.197,98.5524,-4.5236,4.3036,4.15334,3.65686,2.76689,0.646742,1.38645,59.2,7.83,58.3,10.6,20.3,3.6,13,-0.6,0.9,-1.2,20.7,3.7,2.4,0.7,1.7,0.5,16.7,-20.6,0.391,0.1,0.425926,0.0664488,10.9439,2.31656,3.89336,1.12177,23.4,-19,23,4.5,7.6667,1.6667,3,0.5
P09fcc624c4,2016,13,0.419355,20.4,1.7,110.8,-10.3,117.313,-7.582,99.1123,3.1702,94.6783,2.6457,2.32434,-3.05989,1.32417,-2.51661,1.00017,-0.54329,64.09,-0.22,61.7,-0.2,2.5,0,21.6,5.8,7,-1.9,17.8,-1.3,0.8,-0.7,2.4,-0.4,53.1,1.6,0,-0.304,0.0617284,-0.0544332,0.999234,-0.838806,2.33013,-0.67518,41,-9.3,10,-0.2258,5.2308,-0.8015,0.3077,-0.0149
P0a4bbd8b0a,2014,16,0.533333,19.9,-1.6,105.9,-3.2,113.9,-0.774,97.5073,6.8701,89.9763,3.2331,4.9446,-0.29376,0.128029,-0.53667,4.81657,0.24291,60.82,0.39,57.1,1.1,3.4,-1.5,23.3,1.5,9.4,-1.4,26.9,-0.4,1.4,-0.5,6.4,1,43.3,-18.7,0.6,0.115,0.208333,0.0555556,3.2255,0.81522,2.61028,0.19905,65.4,3.6,11,-0.2667,8.75,-0.2167,0.4375,-0.1625
P0a66817947,2025,20,0.540541,24.5,0.5,107.6,-5,123.888,-3.005,108.75,2.918,99.2894,1.7524,5.48594,-0.33226,4.59822,-0.35969,0.887718,0.027431,50.83,-2.53,45.3,-3.6,20.3,2.1,13.8,0.3,1.2,0,11.6,-1,2.1,0.2,1,0.1,28.1,4.7,0.331,-0.009,0.542373,0.0070569,12.816,-0.1983,4.24917,-0.10917,89.8,5.2,17,-0.2432,4.3,-0.1054,3.95,0.5176
P0aa146e53e,2010,17,0.5,26.8,0.8,96.2,-3.1,109.735,-1.197,106.217,6.9455,96.6148,3.054,3.15325,-0.42234,1.14667,-0.48267,2.00658,0.06033,49.93,0.58,46.3,0.1,15.6,-3.5,21.2,1.7,8.6,1.3,14.3,0.3,2,0.1,0.5,-0.2,39.1,6.8,0.206,-0.013,0.195402,-0.00296727,4.30636,-0.24988,2.34032,-0.09381,66.3,-1.3,12.1176,-0.2059,5.4706,0.1177,2,-0.4706
P0aa581f174,2021,12,0.571429,20.9,0.1,119.2,0.4,117.746,-0.65,86.4747,-3.6304,88.2266,-2.1729,5.12901,0.82174,1.60147,0.40775,3.52754,0.41399,71.72,1.13,69.7,0.1,4.8,0.1,22.1,0.2,11.2,-0.2,27.2,1.8,1.1,0.3,4.7,-0.2,76.4,17.4,0,0,0.011236,-0.00118641,0.159351,-0.030157,3.53259,0.09366,78.3,3.5,14.5,0.3333,10.75,1.0833,0.6667,0
P0af0ac79ae,2017,18,0.545455,24,1.1,105.5,3.6,120.006,8.405,102.862,3.8351,92.2663,0.7853,4.08134,0.74596,0.497435,0.697185,3.5839,0.04877,60.21,3.07,59.9,3.3,4.4,-1.1,19.7,-0.4,11.4,0.4,22.2,3.4,1.1,0.1,5.3,0.3,47.7,0.5,0,0,0.0152284,-0.00692347,0.278592,-0.10376,3.86279,1.20643,86.4,6,16.1667,2.7728,9.7778,1.3536,0.6667,-0.1212
P0b253c1504,2023,20,0.540541,23.1,0.4,118.8,-2.4,130.201,-2.264,103.544,6.2511,97.6806,5.1363,7.1728,0.24559,5.78113,-0.09779,1.39167,0.34338,56.58,-1.82,50.4,-2.7,7.4,-0.8,12.7,0.8,4.6,0.7,11.1,0.3,1.6,0.2,1.9,0.1,34.2,2.5,0.357,-0.031,0.585551,-0.0459093,14.1175,-1.047,4.82367,0.21652,80.9,11.3,17.3,1.1378,4.4,0.6162,1.2,-0.0703
